id,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
1901,0,0,Propositional Logic,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_679,812,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1902,0,0,"Adaptive partitioning schemes for bipartite ranking - How to grow and prune a ranking tree",0,"St{\'{e}}phan Cl{\'{e}}men{\c{c}}on and Marine Depecker and Nicolas Vayatis",2011,article,Machine Learning,1,83,http://dx.doi.org/10.1007/s10994-010-5190-y,31--69,0,
1903,0,0,"Computational Aspects of Chemical Data Assimilation into Atmospheric Models",0,"Gregory R. Carmichael and Dacian N. Daescu and Adrian Sandu and Tianfeng Chai",2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-44864-0_28,269--278,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {IV}",DBLP:conf/iccS/2003-4
1904,0,0,"Draft specification for revised version of the Standard Molecular Data {(SMD)} Format",0,John M. Barnard,1990,article,Journal of Chemical Information and Computer Sciences,1,30,http://dx.doi.org/10.1021/ci00065a018,81--96,0,
1905,0,0,"A conceptual framework for incorporating cognitive principles into geographical database representation",0,"Jeremy L. Mennis and Donna Peuquet and Liujian Qian",2000,article,International Journal of Geographical Information Science,6,14,http://dx.doi.org/10.1080/136588100415710,501--520,0,
1906,0,0,A Data-Parallel Programming Library for Education {(DAPPLE)},0,David Kotz,1995,article,Computer Science Education,2,6,http://dx.doi.org/10.1080/0899340950060203,141--159,0,
1907,0,0,Genomic profiling by machine learning,0,"Zhiping Zhang and Honghuang Lin",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/BIBMW.2011.6112449,662--668,"2011 {IEEE} International Conference on Bioinformatics and Biomedicine Workshops (BIBMW), Atlanta, GA, USA, November 12-15, 2011",DBLP:conf/bibm/2011w
1908,0,0,"Machine Lifelong Learning: Challenges and Benefits for Artificial General Intelligence",0,Daniel L. Silver,2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-22887-2_45,370--375,"Artificial General Intelligence - 4th International Conference, {AGI} 2011, Mountain View, CA, USA, August 3-6, 2011. Proceedings",DBLP:conf/agi/2011
1909,0,0,"Machine learning based prediction for peptide drift times in ion mobility spectrometry",0,"Anuj R. Shah and Khushbu Agarwal and Erin S. Baker and Mudita Singhal and Anoop M. Mayampurath and Yehia M. Ibrahim and Lars J. Kangas and Matthew E. Monroe and Rui Zhao and Mikhail E. Belov and Gordon A. Anderson and Richard D. Smith",2010,article,Bioinformatics,13,26,http://dx.doi.org/10.1093/bioinformatics/btq245,1601--1607,0,
1910,0,0,Programming by Example,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_674,805,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1911,0,0,Sublinear Optimization for Machine Learning,0,"Kenneth L. Clarkson and Elad Hazan and David P. Woodruff",2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/FOCS.2010.50,449--457,"51th Annual {IEEE} Symposium on Foundations of Computer Science, {FOCS} 2010, October 23-26, 2010, Las Vegas, Nevada, {USA}",DBLP:conf/focs/2010
1912,0,0,Probably Approximately Correct Learning,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_670,805,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1913,0,0,Process-Based Modeling,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_671,805,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1914,0,0,Improving social science data and statistical services through assessment,0,"Joel Herndon and Alexandra Cooper",2005,inproceedings,0,0,0,http://www.iassistdata.org/conferences/2005/presentation/2548,0,"{IASSIST} 2005 - Evidence and Enlightenment, Edinburgh, Scotland, UK, May 24-27, 2005",DBLP:conf/iassist/2005
1915,0,0,Historical data as an explicit component of land information systems,0,Ric Vrana,1989,article,International Journal of Geographical Information Science,1,3,http://dx.doi.org/10.1080/02693798908941494,33--49,0,
1916,0,0,Divide-and-conquer and statistical inference for big data,0,Michael I. Jordan,2012,inproceedings,0,0,0,http://doi.acm.org/10.1145/2339530.2339534,4,"The 18th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, {KDD} '12, Beijing, China, August 12-16, 2012",DBLP:conf/kdd/2012
1917,0,0,Concurrent reading and writing with replicated data objects,0,"Ifen Yang and William Moloney",1988,inproceedings,0,0,0,http://doi.acm.org/10.1145/322609.322786,414--417,"Proceedings of the Sixteenth {ACM} Annual Conference on Computer Science, Atlanta, Georgia, USA, February 23-25, 1988",DBLP:conf/acm/1988
1918,0,0,"Optimal allocation of programs and data in distributed systems (abstract only)",0,Amjad Umar,1985,inproceedings,0,0,0,http://doi.acm.org/10.1145/320599.322540,428,"Proceedings of the 13th {ACM} Annual Conference on Computer Science, New Orleans, Louisiana, USA, 1985",DBLP:conf/acm/1985
1919,0,0,"Is It Still ""Big Data"" If It Fits In My Pocket?",0,David Campbell,2011,article,PVLDB,11,4,http://www.vldb.org/pvldb/vol4/p694-campbell.pdf,694,0,
1920,0,0,"Sagan in {TAC2010:} {A} Machine Learning Approach to {RTE} within a Corpus",0,Julio Javier Castillo,2010,inproceedings,0,0,0,http://www.nist.gov/tac/publications/2010/participant.papers/Sagan.proceedings.pdf,0,"Proceedings of the Third Text Analysis Conference, {TAC} 2010, Gaithersburg, Maryland, USA, November 15-16, 2010",DBLP:conf/tac/2010
1921,0,0,Prior,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_666,795,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1922,0,0,Integrating Life Sciences Data - With a Little Garlic,0,"Laura M. Haas and Prasad Kodali and Julia E. Rice and Peter M. Schwarz and William C. Swope",2000,inproceedings,0,0,0,http://doi.ieeecomputersociety.org/10.1109/BIBE.2000.889583,5--12,"1st {IEEE} International Symposium on Bioinformatics and Biomedical Engineering, Arlington, Virginia, USA, November 8-10, 2000, Proceedings",DBLP:conf/bibe/2000
1923,0,0,Developing a Data Driven System for Computational Neuroscience,0,"Ross Snider and Yongming Zhu",2004,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-24688-6_106,822--826,"Computational Science - {ICCS} 2004, 4th International Conference, Krak{\'{o}}w, Poland, June 6-9, 2004, Proceedings, Part {III}",DBLP:conf/iccS/2004-3
1924,0,0,"Agent-based Spectral Analysis Automation {(SAA)} for On-board Science Data Processing",0,"Walt Truszkowski and Sidney C. Bailin",2003,inproceedings,0,0,0,http://www.aaai.org/Library/FLAIRS/2003/flairs03-013.php,62--66,"Proceedings of the Sixteenth International Florida Artificial Intelligence Research Society Conference, May 12-14, 2003, St. Augustine, Florida, {USA}",DBLP:conf/flairs/2003
1925,0,0,"Creating and Providing Data Management Services for the Biological and Ecological Sciences: Science Environment for Ecological Knowledge",0,"Samantha Romanello and James Beach and Shawn Bowers and Matthew B. Jones and Bertram Lud{\""{a}}scher and William Michener and Deana Pennington and Arcot Rajasekar and Mark Schildhauer",2005,inproceedings,0,0,0,0,28--31,"17th International Conference on Scientific and Statistical Database Management, {SSDBM} 2005, 27-29 June 2005, University of California, Santa Barbara, CA, USA, Proceedings",DBLP:conf/ssdbm/2005
1926,0,0,Prediction with Expert Advice,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_659,782,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1927,0,0,Data Mining Oriented System for Business Applications,0,"Yukinobu Hamuro and Naoki Katoh and Katsutoshi Yada",1998,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-49292-5_61,441--442,"Discovery Science, First International Conference, {DS} '98, Fukuoka, Japan, December 14-16, 1998, Proceedings",DBLP:conf/dis/1998
1928,0,0,"Applying Machine Learning Diversity Metrics to Data Fusion in Information Retrieval",0,"David Leonard and David Lillis and Lusheng Zhang and Fergus Toolan and Rem W. Collier and John Dunnion",2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-20161-5_73,695--698,"Advances in Information Retrieval - 33rd European Conference on {IR} Research, {ECIR} 2011, Dublin, Ireland, April 18-21, 2011. Proceedings",DBLP:conf/ecir/2011
1929,0,0,Machine learning in fuel consumption prediction of aircraft,0,Guanzhong Li,2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/COGINF.2010.5599714,358--363,"Proceedings of the 9th {IEEE} International Conference on Cognitive Informatics, {ICCI} 2010, July 7-9, 2010, Beijing, China",DBLP:conf/IEEEicci/2010
1930,0,0,Predicate Logic,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_656,782,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1931,0,0,Euclidean Distance Based Permutation Methods in Atmospheric Science,0,"Paul W. Mielke Jr. and Kenneth J. Berry",2000,article,Data Min. Knowl. Discov.,1,4,http://dx.doi.org/10.1023/A:1009824531876,7--27,0,
1932,0,0,"Visualization techniques for spatial probability density function data",0,"Udeepta Bordoloi and David L. Kao and Han{-}Wei Shen",2004,article,Data Science Journal,0,3,http://dx.doi.org/10.2481/dsj.3.153,153--162,0,
1933,0,0,"An approach to exploiting a database as a frame-like knowledge base (abstract)",0,"Wei Si Jiang and William G. Wee",1986,inproceedings,0,0,0,http://doi.acm.org/10.1145/324634.325099,436,"Proceedings of the 14th {ACM} Annual Conference on Computer Science, Cincinnati, Ohio, USA, 1986",DBLP:conf/acm/1986
1934,0,0,Link Mining and Link Discovery,0,Lise Getoor,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_480,606--609,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1935,0,0,"Signal Cascades Analysis in Nanoprocesses with Distributed Database System",0,"Dariusz Mrozek and Bozena Malysiak and Jacek Fraczek and Pawel Kasprowski",2005,inproceedings,0,0,0,http://dx.doi.org/10.1007/11428862_46,334--341,"Computational Science - {ICCS} 2005, 5th International Conference, Atlanta, GA, USA, May 22-25, 2005, Proceedings, Part {III}",DBLP:conf/iccS/2005-3
1936,0,0,"Machine learning and statistical approaches to assessing gait patterns of younger and older healthy adults climbing stairs",0,"Herman Chan and Mingjing Yang and Huiru Zheng and Haiying Wang and Roy Sterritt and Sally I. McClean",2011,inproceedings,0,0,0,http://doi.ieeecomputersociety.org/10.1109/ICNC.2011.6022097,588--592,"Seventh International Conference on Natural Computation, {ICNC} 2011, Shanghai, China, 26-28 July, 2011",DBLP:conf/icnc/2011
1937,Springer,3-540-26295-4,"Data Management in a Connected World, Essays Dedicated to Hartmut Wedekind on the Occasion of His 70th Birthday",Lecture Notes in Computer Science,0,2005,proceedings,0,0,3551,0,0,0,
1938,0,0,Virtual Telemetry for Dynamic Data-Driven Application Simulations,0,"Craig C. Douglas and Yalchin Efendiev and Richard E. Ewing and Raytcho D. Lazarov and Martin J. Cole and Greg Jones and Chris R. Johnson",2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-44864-0_29,279--288,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {IV}",DBLP:conf/iccS/2003-4
1939,0,0,"{REACCS} in the chemical development environment. 2. Structure and construction of proprietary databases",0,"John E. Mills and Cynthia A. Maryanoff and Kirk L. Sorgi and Robin Stanzione and Lorraine Scott and Leonard Herring and Julie Spink and Barbara Baughman and William Bullock",1988,article,Journal of Chemical Information and Computer Sciences,3,28,http://dx.doi.org/10.1021/ci00059a007,155--159,0,
1940,0,0,"Seeing is believing: The importance of visualization in real-world machine learning applications",0,"Alfredo Vellido and Jos{\'{e}} D. Mart{\'{\i}}n and Fabrice Rossi and Paulo J. G. Lisboa",2011,inproceedings,0,0,0,https://www.elen.ucl.ac.be/Proceedings/esann/esannpdf/es2011-3.pdf,0,"{ESANN} 2011, 19th European Symposium on Artificial Neural Networks, Bruges, Belgium, April 27-29, 2011, Proceedings",DBLP:conf/esann/2011
1941,0,0,"Virtual Gene: {A} Gene Selection Algorithm for Sample Classification on Microarray Datasets",0,"Xian Xu and Aidong Zhang",2005,inproceedings,0,0,0,http://dx.doi.org/10.1007/11428848_131,1038--1045,"Computational Science - {ICCS} 2005, 5th International Conference, Atlanta, GA, USA, May 22-25, 2005, Proceedings, Part {II}",DBLP:conf/iccS/2005-2
1942,0,0,"Spatial Data Analysis: Theory and Practice. By Robert Haining (Cambridge: Cambridge University Press, 2003) {ISBN} 0-521-77437-3",0,Roger Bivand,2004,article,International Journal of Geographical Information Science,3,18,http://dx.doi.org/10.1080/13658810310001638682,300--301,0,
1943,Springer,3-540-20971-9,"Model-Checking Based Data Retrieval, An Application to Semistructured and Temporal Data",Lecture Notes in Computer Science,Elisa Quintarelli,2004,book,0,0,2917,http://dx.doi.org/10.1007/b94902,0,0,
1944,0,0,Chemical literature data extraction: The CLiDE Project,0,"P. Ibison and M. Jacquot and F. Kam and A. G. Neville and Richard W. Simpson and Christian A. G. Tonnelier and T. Venczel and A. Peter Johnson",1993,article,Journal of Chemical Information and Computer Sciences,3,33,http://dx.doi.org/10.1021/ci00013a010,338--344,0,
1945,0,0,"Data Quality Assurance for Thermophysical Property Databases - Applications to the {TRC} {SOURCE} Data System",0,"Qian Dong and Xinjian Yan and Randolph C. Wilhoit and Xiangrong Hong and Robert D. Chirico and Vladimir V. Diky and Michael Frenkel",2002,article,Journal of Chemical Information and Computer Sciences,3,42,http://dx.doi.org/10.1021/ci010118e,473--480,0,
1946,0,0,"A Machine Learning Approach for Deformable Guide-Wire Tracking in Fluoroscopic Sequences",0,"Olivier Pauly and Tim Hauke Heibel and Nassir Navab",2010,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-15711-0_43,343--350,"Medical Image Computing and Computer-Assisted Intervention - {MICCAI} 2010, 13th International Conference, Beijing, China, September 20-24, 2010, Proceedings, Part {III}",DBLP:conf/miccai/2010-3
1947,0,0,Rough sets Approach for Data Mining in Medicine,0,"Abdel{-}Badeeh M. Salem and Mohamed Roushdy and Khaled Ahmed Nagaty and Safia Abbas",2001,article,Egyptian Computer Science Journal,1,23,http://net2.shams.edu.eg/ecs/Rough.htm,0,0,
1948,0,0,"A kernel fused perceptron for the online classification of large-scale data",0,"Huijun He and Mingmin Chi and Wenqiang Zhang",2012,inproceedings,0,0,0,http://doi.acm.org/10.1145/2351316.2351332,118--124,"Proceedings of the 1st International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications, BigMine 2012, Beijing, China, August 12, 2012",DBLP:conf/kdd/2012bigmine
1949,0,0,A machine learning based approach to improve sidechain optimization,0,"Sabareesh Subramaniam and Sriraam Natarajan and Alessandro Senes",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/2147805.2147875,478--480,"{ACM} International Conference on Bioinformatics, Computational Biology and Biomedicine, BCB' 11, Chicago, IL, {USA} - July 31 - August 03, 2011",DBLP:conf/bcb/2011
1950,0,0,Hierarchical Knowledge Gradient for Sequential Sampling,0,"Martijn R. K. Mes and Warren B. Powell and Peter I. Frazier",2011,article,Journal of Machine Learning Research,0,12,http://dl.acm.org/citation.cfm?id=2078200,2931--2974,0,
1951,Addison-Wesley,978-0-201-41693-0,Analysis of algorithms and data structures,International computer science series,"Lech Banachowski and Antoni Kreczmar and Wojciech Rytter",1991,book,0,0,0,0,0,0,
1952,0,0,Model-Based Testing Using Symbolic Animation and Machine Learning,0,"Pierre{-}Christophe Bu{\'{e}} and Fr{\'{e}}d{\'{e}}ric Dadeau and Pierre{-}Cyrille H{\'{e}}am",2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICSTW.2010.43,355--360,"Third International Conference on Software Testing, Verification and Validation, {ICST} 2010, Paris, France, April 7-9, 2010, Workshops Proceedings",DBLP:conf/icst/2010w
1953,0,0,Wisdom of Crowds in the Prisoner's Dilemma Context,0,"Mirsad Hadzikadic and Min Sun",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-3-642-05179-1_5,101--118,"Advances in Machine Learning II, Dedicated to the Memory of Professor Ryszard S. Michalski",DBLP:series/sci/2010-263
1954,0,0,"The Future of Search and Discovery in Big Data Analytics: Ultrametric Information Spaces",0,"Fionn Murtagh and Pedro Contreras",2012,article,CoRR,0,abs/1202.3451,http://arxiv.org/abs/1202.3451,0,0,
1955,0,0,Helping Users Sort Faster with Adaptive Machine Learning Recommendations,0,"Steven M. Drucker and Danyel Fisher and Sumit Basu",2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-23765-2_13,187--203,"Human-Computer Interaction - {INTERACT} 2011 - 13th {IFIP} {TC} 13 International Conference, Lisbon, Portugal, September 5-9, 2011, Proceedings, Part {III}",DBLP:conf/interact/2011-3
1956,0,0,Machine Learning Markets,0,Amos J. Storkey,2011,inproceedings,0,0,0,http://www.jmlr.org/proceedings/papers/v15/storkey11a/storkey11a.pdf,716--724,"Proceedings of the Fourteenth International Conference on Artificial Intelligence and Statistics, {AISTATS} 2011, Fort Lauderdale, USA, April 11-13, 2011",DBLP:conf/aistats/2011
1957,0,0,A Data Model for Software Representation (Abstract),0,"Wafa Khorshid and Asad Khailany",1990,inproceedings,0,0,0,http://doi.acm.org/10.1145/100348.100448,423,"Proceedings of the {ACM} 18th Annual Computer Science Conference on Cooperation, {CSC} '90, Sheraton Washington Hotel, Washington, DC, USA, February 20-22, 1990",DBLP:conf/acm/1990
1958,0,0,"A Method of Hidden Markov Model Optimization for Use with Geophysical Data Sets",0,Robert A. Granat,2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-44863-2_88,892--901,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {III}",DBLP:conf/iccS/2003-3
1959,0,0,Model-Based Control,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_555,689,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1960,Springer,3-540-60303-4,"Database and Expert Systems Applications, 6th International Conference, DEXA'95, London, United Kingdom, September 4-8, 1995, Proceedings",Lecture Notes in Computer Science,0,1995,proceedings,0,0,978,0,0,0,
1961,0,0,Efficiently mining \emph{{\(\delta\)}}-tolerance closed frequent subgraphs,0,"Ichigaku Takigawa and Hiroshi Mamitsuka",2011,article,Machine Learning,2,82,http://dx.doi.org/10.1007/s10994-010-5215-6,95--121,0,
1962,0,0,Strategic Utilization of Data Mining,0,Chandra S. Amaravadi,2005,incollection,0,0,0,http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14667,2638--2642,Encyclopedia of Information Science and Technology {(5} Volumes),DBLP:books/idea/Ency05
1963,0,0,"Using Domain Top-page Similarity Feature in Machine Learning-Based Web Phishing Detection",0,"Nuttapong Sanglerdsinlapachai and Arnon Rungsawang",2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/WKDD.2010.108,187--190,"Third International Conference on Knowledge Discovery and Data Mining, {WKDD} 2010, Phuket, Thailand, 9-10 January 2010",DBLP:conf/wkdd/2010
1964,0,0,Tiny split data-caches make big performance impact for embedded applications,0,"Afrin Naz and Krishna M. Kavi and Wentong Li and Philip H. Sweany",2006,article,J. Embedded Computing,2,2,http://content.iospress.com/articles/journal-of-embedded-computing/jec00025,207--219,0,
1965,Springer,3-540-22479-3,"Database Support for Data Mining Applications: Discovering Knowledge with Inductive Queries",Lecture Notes in Computer Science,0,2004,proceedings,0,0,2682,0,0,0,
1966,0,0,"Handling big dimensions in distributed data warehouses using the {DWS} technique",0,"Marco Costa and Henrique Madeira",2004,inproceedings,0,0,0,http://doi.acm.org/10.1145/1031763.1031770,31--37,"{DOLAP} 2004, {ACM} Seventh International Workshop on Data Warehousing and OLAP, Washington, DC, USA, November 12-13, 2004, Proceedings",DBLP:conf/dolap/2004
1967,0,0,Deep Belief Networks,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_209,269,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1968,0,0,Using Unsupervised Machine Learning Methods in High-Throughput Screening,0,"Ch{\'{e}}rif Mballo and Vladimir Makarenkov",2010,inproceedings,0,0,0,0,392--395,"Proceedings of The 2010 International Conference on Data Mining, {DMIN} 2010, July 12-15, 2010, Las Vegas, Nevada, {USA}",DBLP:conf/dmin/2010
1969,Springer,978-3-642-21737-1,"Artificial Neural Networks and Machine Learning - {ICANN} 2011 - 21st International Conference on Artificial Neural Networks, Espoo, Finland, June 14-17, 2011, Proceedings, Part {II}",Lecture Notes in Computer Science,0,2011,proceedings,0,0,6792,http://dx.doi.org/10.1007/978-3-642-21738-8,0,0,
1970,0,0,"Algorithmically Compressed Data and the Topological Conjecture for the Inner-Core Electrons",0,Lionello Pogliani,2002,article,Journal of Chemical Information and Computer Sciences,5,42,http://dx.doi.org/10.1021/ci020286m,1028--1042,0,
1971,0,0,Feature Construction in Text Mining,0,"Janez Brank and Dunja Mladenic and Marko Grobelnik",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_303,397--401,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1972,0,0,"TargetSpy: a supervised machine learning approach for microRNA target prediction",0,"Martin Sturm and Michael Hackenberg and David Langenberger and Dmitrij Frishman",2010,article,{BMC} Bioinformatics,0,11,http://dx.doi.org/10.1186/1471-2105-11-292,292,0,
1973,0,0,Comparing Object-Oriented and Data Flow Models - a Case Study,0,"Ken Abernethy and John C. Kelly",1992,inproceedings,0,0,0,http://doi.acm.org/10.1145/131214.131283,541--547,"Proceedings of the {ACM} 20th Annual Conference on Computer Science, {CSC} '92, Kansas City, MO, USA, March 3-5, 1992",DBLP:conf/acm/1992
1974,0,0,Polytypic Functions Over Nested Datatypes,0,Ralf Hinze,1999,article,Discrete Mathematics {\&} Theoretical Computer Science,4,3,http://dmtcs.loria.fr/volumes/abstracts/dm030407.abs.html,193--214,0,
1975,0,0,Iteration Aware Prefetching for Remote Data Access,0,"Philip J. Rhodes and Sridhar Ramakrishnan",2005,inproceedings,0,0,0,http://dx.doi.org/10.1109/E-SCIENCE.2005.55,279--286,"First International Conference on e-Science and Grid Technologies (e-Science 2005), 5-8 December 2005, Melbourne, Australia",DBLP:conf/eScience/2005
1976,0,0,Artificial Neural System for Gene Classification Using a Domain Database,0,"Cathy H. Wu and George M. Whitson",1990,inproceedings,0,0,0,http://doi.acm.org/10.1145/100348.100393,288--292,"Proceedings of the {ACM} 18th Annual Computer Science Conference on Cooperation, {CSC} '90, Sheraton Washington Hotel, Washington, DC, USA, February 20-22, 1990",DBLP:conf/acm/1990
1977,0,0,"A robust self-learning {PID} control system design for nonlinear systems using a particle swarm optimization algorithm",0,"Chih{-}Min Lin and Ming{-}Chia Li and Ang{-}Bung Ting and Ming{-}Hung Lin",2011,article,Int. J. Machine Learning {\&} Cybernetics,4,2,http://dx.doi.org/10.1007/s13042-011-0021-4,225--234,0,
1978,0,0,"Earth System Science Workbench: {A} Data Management Infrastructure for Earth Science Products",0,"James Frew and Rajendra Bose",2001,inproceedings,0,0,0,http://dx.doi.org/10.1109/SSDM.2001.938550,180--189,"Proceedings of the 13th International Conference on Scientific and Statistical Database Management, July 18-20, 2001, George Mason University, Fairfax, Virginia, {USA}",DBLP:conf/ssdbm/2001
1979,0,0,"Enhancing a Fuzzy Logic Inference Engine through Machine Learning for a Self- Managed Network",0,"Panagis Magdalinos and Apostolos Kousaridas and Panagiotis Spapis and George Katsikas and Nancy Alonistioti",2011,article,MONET,4,16,http://dx.doi.org/10.1007/s11036-011-0327-1,475--489,0,
1980,0,0,Model Selection,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_551,683,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1981,0,0,"A cooperative coevolutionary algorithm for instance selection for instance-based learning",0,"Nicol{\'{a}}s Garc{\'{\i}}a{-}Pedrajas and Juan Antonio Romero del Castillo and Domingo Ortiz{-}Boyer",2010,article,Machine Learning,3,78,http://dx.doi.org/10.1007/s10994-009-5161-3,381--420,0,
1982,0,0,Machine learning in space: extending our reach,0,"Amy McGovern and Kiri L. Wagstaff",2011,article,Machine Learning,3,84,http://dx.doi.org/10.1007/s10994-011-5249-4,335--340,0,
1983,0,0,Hypothesis Language,0,Hendrik Blockeel,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_372,507--511,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1984,0,0,Q-Learning,0,Peter Stone,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_683,819,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1985,0,0,Observation Language,0,Hendrik Blockeel,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_608,733--735,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1986,0,0,Hypothesis Space,0,Hendrik Blockeel,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_373,511--513,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1987,0,0,Inductive Database Approach to Graphmining,0,Stefan Kramer,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_391,522--523,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1988,0,0,A Machine Learning Approach for Resolving Place References in Text,0,"Bruno Martins and Ivo Anast{\'{a}}cio and P{\'{a}}vel Calado",2010,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-12326-9_12,221--236,"Geospatial Thinking - International AGILE'2010 Conference, Guimar{\~{a}}es, Portugal, 11-14 May 2010",DBLP:conf/agile/2010
1989,0,0,Attribute Selection,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_42,53,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1990,0,0,Linear Algorithms for Online Multitask Classification,0,"Giovanni Cavallanti and Nicol{\`{o}} Cesa{-}Bianchi and Claudio Gentile",2010,article,Journal of Machine Learning Research,0,11,http://portal.acm.org/citation.cfm?id=1953026,2901--2934,0,
1991,0,0,"Machine learning classification with confidence: Application of transductive conformal predictors to MRI-based diagnostic and prognostic markers in depression",0,"Ilia Nouretdinov and Sergi G. Costafreda and Alexander Gammerman and Alexey Ya. Chervonenkis and Vladimir Vovk and Vladimir Vapnik and Cynthia H. Y. Fu",2011,article,NeuroImage,2,56,http://dx.doi.org/10.1016/j.neuroimage.2010.05.023,809--813,0,
1992,0,0,Envision: {A} User-Centered Database of Computer Science Literature,0,"Lenwood S. Heath and Deborah Hix and Lucy T. Nowell and William C. Wake and Guillermo A. Averboch and Eric Labow and Scott A. Guyer and Dennis J. Brueni and Robert K. France and Kaushal Dalal and Edward A. Fox",1995,article,Commun. {ACM},4,38,http://doi.acm.org/10.1145/205323.376383,52--53,0,
1993,0,0,The Primary Language of ancient battles,0,"Boris Stilman and Vladimir Yakhnis and Oleg Umanskiy",2011,article,Int. J. Machine Learning {\&} Cybernetics,3,2,http://dx.doi.org/10.1007/s13042-011-0029-9,157--176,0,
1994,0,0,"Retrieving Tract Variables From Acoustics: {A} Comparison of Different Machine Learning Strategies",0,"Vikramjit Mitra and Hosung Nam and Carol Y. Espy{-}Wilson and Elliot Saltzman and Louis Goldstein",2010,article,J. Sel. Topics Signal Processing,6,4,http://dx.doi.org/10.1109/JSTSP.2010.2076013,1027--1045,0,
1995,0,0,"Restoring Continuity: Exploration of Techniques for Reconstructing the Spatial Distribution Underlying Polygonized Data",0,"Jennifer M. Robinson and Ezra Zubrow",1997,article,International Journal of Geographical Information Science,7,11,http://dx.doi.org/10.1080/136588197242121,633--648,0,
