id,label,left_id,left_publisher,left_title,left_author,left_year,left_ENTRYTYPE,left_journal,left_number,left_volume,left_pages,left_booktitle,right_id,right_title,right_booktitle,right_author,right_pages,right_year,right_ENTRYTYPE,right_publisher,right_journal,right_number,right_volume
183,1,253,,Clustering large attributed information networks: an efficient incremental computing approach,Hong Cheng and Yang Zhou and Xin Huang and Jeffrey Xu Yu,2012,article,Data Min. Knowl. Discov.,3,25,450--477,,1801,Clustering large attributed information networks: an efficient incremental computing approach,,"Cheng, Hong and Zhou, Yang and Huang, Xin and Yu, Jeffrey Xu",450--477,2012,article,Springer US,Data Mining and Knowledge Discovery,3,25
184,1,220,,Approximate Closest Community Search in Networks,Xin Huang and Laks V. S. Lakshmanan and Jeffrey Xu Yu and Hong Cheng,2015,article,CoRR,,abs/1505.05956,,,2071,Approximate Closest Community Search in Networks,,"Huang, Xin and Lakshmanan, Laks VS and Yu, Jeffrey Xu and Cheng, Hong",,2015,article,,arXiv preprint arXiv:1505.05956,,
185,0,80,,Classification of abnormalities in digitized mammograms using Extreme Learning Machine,Gopalan Vani and Ramaswamy Savitha and Narasimhan Sundararajan,2010,inproceedings,,,,2114--2117,"11th International Conference on Control, Automation, Robotics and Vision, {ICARCV} 2010, Singapore, 7-10 December 2010, Proceedings",1280,Unsupervised learning of image transformations,"Computer Vision and Pattern Recognition, 2007. CVPR'07. IEEE Conference on","Memisevic, Roland and Hinton, Geoffrey",1--8,2007,inproceedings,,,,
186,0,1036,,"Optimal Policy for Single-Machine Scheduling with Deterioration Effects, Learning Effects, Setup Times, and Availability Constraints",Sheng Yu and Yinfeng Xu and Ming Liu and Feifeng Zheng,2011,inproceedings,,,,64--73,"Combinatorial Optimization and Applications - 5th International Conference, {COCOA} 2011, Zhangjiajie, China, August 4-6, 2011. Proceedings",2665,The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment.,VLDB,"Dan, Asit and Dias, Daniel M and Philip, S Yu",419--431,1990,inproceedings,,,,
187,0,2268,,A generalized mean field algorithm for variational inference in exponential families,Eric P. Xing and Michael I. Jordan and Stuart J. Russell,2003,inproceedings,,,,583--591,"{UAI} '03, Proceedings of the 19th Conference in Uncertainty in Artificial Intelligence, Acapulco, Mexico, August 7-10 2003",2176,Constrained and unconstrained movements involve different control strategies,,"Desmurget, Michel and Jordan, Michael and Prablanc, Claude and Jeannerod, Marc",1644--1650,1997,article,American Physiological Society,Journal of neurophysiology,3,77
188,1,2114,,"Regularized Discriminant Analysis, Ridge Regression and Beyond",Zhihua Zhang and Guang Dai and Congfu Xu and Michael I. Jordan,2010,article,Journal of Machine Learning Research,,11,2199--2228,,2333,"Regularized discriminant analysis, ridge regression and beyond",,"Zhang, Zhihua and Dai, Guang and Xu, Congfu and Jordan, Michael I",2199--2228,2010,article,JMLR. org,The Journal of Machine Learning Research,,11
189,0,1649,,Binding Machine Learning Models and {OPC} Technology for Evaluating Solar Energy Systems,Ildefonso Mart{\'{\i}}nez{-}Marchena and Llanos Mora L{\'{o}}pez and Pedro J. Sanchez and Mariano Sidrach de Cardona,2010,inproceedings,,,,606--615,"Trends in Applied Intelligent Systems - 23rd International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems, {IEA/AIE} 2010, Cordoba, Spain, June 1-4, 2010, Proceedings, Part {III}",1308,Factored 3-way restricted boltzmann machines for modeling natural images,International Conference on Artificial Intelligence and Statistics,"Krizhevsky, Alex and Hinton, Geoffrey E and others",621--628,2010,inproceedings,,,,
190,0,1649,,Binding Machine Learning Models and {OPC} Technology for Evaluating Solar Energy Systems,Ildefonso Mart{\'{\i}}nez{-}Marchena and Llanos Mora L{\'{o}}pez and Pedro J. Sanchez and Mariano Sidrach de Cardona,2010,inproceedings,,,,606--615,"Trends in Applied Intelligent Systems - 23rd International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems, {IEA/AIE} 2010, Cordoba, Spain, June 1-4, 2010, Proceedings, Part {III}",2034,HPV genotype and EGFR activation in conjunctival carcinoma among HIV patients in East Africa,,"Remick, SC and Yu, JJ and Fu, P and Pink, JJ and Dawson, D and Wasman, J and Orem, J and Mwanda, WO and Guo, Y and Liang, X and others",1--2,2010,article,BioMed Central,Infectious Agents and Cancer,Suppl 1,5
191,0,620,,Dual Labeling: Answering Graph Reachability Queries in Constant Time,Haixun Wang and Hao He and Jun Yang and Philip S. Yu and Jeffrey Xu Yu,2006,inproceedings,,,,75,"Proceedings of the 22nd International Conference on Data Engineering, {ICDE} 2006, 3-8 April 2006, Atlanta, GA, {USA}",1687,Sliding-window top-k queries on uncertain streams,,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",301--312,2008,article,VLDB Endowment,Proceedings of the VLDB Endowment,1,1
192,0,221,,Influential Community Search in Large Networks,Rong{-}Hua Li and Lu Qin and Jeffrey Xu Yu and Rui Mao,2015,article,PVLDB,5,8,509--520,,2496,A probabilistic framework for relational clustering,Proceedings of the 13th ACM SIGKDD international conference on Knowledge discovery and data mining,"Long, Bo and Zhang, Zhongfei Mark and Yu, Philip S",470--479,2007,inproceedings,,,,
193,1,155,,Pushing Aggregate Constraints by Divide-and-Approximate,Ke Wang and Yuelong Jiang and Jeffrey Xu Yu and Guozhu Dong and Jiawei Han,2003,inproceedings,,,,291--302,"Proceedings of the 19th International Conference on Data Engineering, March 5-8, 2003, Bangalore, India",1718,Pushing aggregate constraints by divide-and-approximate,"Data Engineering, 2003. Proceedings. 19th International Conference on","Wang, Ke and Jiang, Yuelong and Yu, Jeffrey Xu and Dong, Guozhu and Han, Jiawei",291--302,2003,inproceedings,,,,
194,0,2703,,Production test of an {RF} receiver chain based on {ATM} combining {RF} {BIST} and machine learning algorithm,S{\'{e}}bastien Darfeuille and Christophe Kelma,2011,inproceedings,,,,653--656,"20th European Conference on Circuit Theory and Design, {ECCTD} 2011, Linkoping, Sweden, Aug. 29-31, 2011",1910,FEM Simulation for Milling Force of Aeronautical Thin-walled Workpiece [J],,"YU, Jin and YANG, Guiwu",39,2011,article,,Machine Tool \& Hydraulics,,21
195,0,2181,,"The Missing Piece in Complex Analytics: Low Latency, Scalable Model Management and Serving with Velox",Daniel Crankshaw and Peter Bailis and Joseph E. Gonzalez and Haoyuan Li and Zhao Zhang and Michael J. Franklin and Ali Ghodsi and Michael I. Jordan,2015,inproceedings,,,,,"{CIDR} 2015, Seventh Biennial Conference on Innovative Data Systems Research, Asilomar, CA, USA, January 4-7, 2015, Online Proceedings",2340,Internal world models and supervised learning,,"Jordan, Michael I and Rumelhart, DE",70--85,2014,article,,Machine Learning: Proceedings of Eighth Internatinoal Workshop,,
196,1,2160,,Matching Words and Pictures,Kobus Barnard and Pinar Duygulu and David A. Forsyth and Nando de Freitas and David M. Blei and Michael I. Jordan,2003,article,Journal of Machine Learning Research,,3,1107--1135,,2116,Matching words and pictures,,"Barnard, Kobus and Duygulu, Pinar and Forsyth, David and De Freitas, Nando and Blei, David M and Jordan, Michael I",1107--1135,2003,article,JMLR. org,The Journal of Machine Learning Research,,3
197,1,103,,Fires on the Web: Towards Efficient Exploring Historical Web Graphs,Zhenglu Yang and Jeffrey Xu Yu and Zheng Liu and Masaru Kitsuregawa,2010,inproceedings,,,,612--626,"Database Systems for Advanced Applications, 15th International Conference, {DASFAA} 2010, Tsukuba, Japan, April 1-4, 2010, Proceedings, Part {I}",1918,Fires on the web: Towards efficient exploring historical web graphs,Database Systems for Advanced Applications,"Yang, Zhenglu and Yu, Jeffrey Xu and Liu, Zheng and Kitsuregawa, Masaru",612--626,2010,incollection,Springer Berlin Heidelberg,,,
198,0,671,,Measuring the impact of {MVC} attack in large complex networks,Rong{-}Hua Li and Jeffrey Xu Yu and Xin Huang and Hong Cheng and Zechao Shang,2014,article,Inf. Sci.,,278,685--702,,2023,"Analysis of Small Fragment Deletions of the APC gene in Chinese Patients with Familial Adenomatous Polyposis, a Precancerous Condition.",,"Chen, QW and Zhang, XM and Zhou, JN and Zhou, X and Ma, GJ and Zhu, M and Zhang, YY and Yu, J and Feng, JF and Chen, SQ",4915--4920,2014,article,,Asian Pacific journal of cancer prevention: APJCP,12,16
199,0,2020,,Nested Hierarchical Dirichlet Processes,John William Paisley and Chong Wang and David M. Blei and Michael I. Jordan,2012,article,CoRR,,abs/1210.6738,,,2548,Catch the moment: maintaining closed frequent itemsets over a data stream sliding window,,"Chi, Yun and Wang, Haixun and Philip, S Yu and Muntz, Richard R",265--294,2006,article,Springer-Verlag,Knowledge and Information Systems,3,10
200,0,452,,A Set of Data Mining Models to Classify Credit Cardholder Behavior,Gang Kou and Yi Peng and Yong Shi and Weixuan Xu,2003,inproceedings,,,,54--63,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {II}",1800,Context-sensitive document ranking,,"Chang, Li-Jun and Yu, Jeffrey Xu and Qin, Lu",444--457,2010,article,Springer US,Journal of Computer Science and Technology,3,25
201,0,2782,,{SIMPLE} An inductive modelling and mapping tool for spatially-oriented data,Paul A. Walker and D. M. Moore,1988,article,International Journal of Geographical Information Science,4,2,347--363,,2132,Latent dirichlet allocation,,"Blei, David M and Ng, Andrew Y and Jordan, Michael I",993--1022,2003,article,JMLR. org,the Journal of machine Learning research,,3
202,0,1631,,Composite function wavelet neural networks with extreme learning machine,Jiuwen Cao and Zhiping Lin and Guang{-}Bin Huang,2010,article,Neurocomputing,7-Sep,73,1405--1416,,1688,Energy-efficient top-k query processing in wireless sensor networks,Proceedings of the 19th ACM international conference on Information and knowledge management,"Chen, Baichen and Liang, Weifa and Zhou, Rui and Yu, Jeffrey Xu",329--338,2010,inproceedings,,,,
203,0,9,,CoGenT++: an extensive and extensible data environment for computational genomics,Leon Goldovsky and Paul Janssen and Dag G. Ahr{\'{e}}n and Benjamin Audit and Ildefonso Cases and Nikos Darzentas and Anton J. Enright and N{\'{u}}ria L{\'{o}}pez{-}Bigas and Jos{\'{e}} M. Peregr{\'{\i}}n{-}Alvarez and Mike Smith and Sophia Tsoka and Victor Kunin and Christos A. Ouzounis,2005,article,Bioinformatics,19,21,3806--3810,,2836,Performance analysis of buffer coherency policies in a multisystem data sharing environment,,"Dan, Asit and Yu, Philip S",289--305,1993,article,IEEE,"Parallel and Distributed Systems, IEEE Transactions on",3,4
204,1,3252,,"Regularized Discriminant Analysis, Ridge Regression and Beyond",Zhihua Zhang and Guang Dai and Congfu Xu and Michael I. Jordan,2010,article,Journal of Machine Learning Research,,11,2199--2228,,2333,"Regularized discriminant analysis, ridge regression and beyond",,"Zhang, Zhihua and Dai, Guang and Xu, Congfu and Jordan, Michael I",2199--2228,2010,article,JMLR. org,The Journal of Machine Learning Research,,11
205,0,1026,,Life Science Research and Data Management,Amarnath Gupta,2004,article,{SIGMOD} Record,2,33,12--14,,2800,Processing continual range queries over moving objects using VCR-based query indexes,"Mobile and Ubiquitous Systems: Networking and Services, 2004. MOBIQUITOUS 2004. The First Annual International Conference on","Wu, Kun-Lung and Chen, Shyh-Kwei and Yu, Philip S",226--235,2004,inproceedings,,,,
206,0,206,,Least common container of tree pattern queries and its applications,Junhu Wang and Jeffrey Xu Yu and Chaoyi Pang and Chengfei Liu,2012,article,Acta Inf.,3,49,173--202,,1040,Cryptographic Key Management for Smart Power Grids-Approaches and Issues,,"Nabeel, Mohamed and Zage, John and Kerr, Sam and Bertino, Elisa and Kulatunga, N Athula and Navaratne, U Sudheera and Duren, Michael",,2012,article,,arXiv preprint arXiv:1206.3880,,
207,1,293,,Generating Broadcast Programs that Support Range Queries,Kian{-}Lee Tan and Jeffrey Xu Yu,1998,article,{IEEE} Trans. Knowl. Data Eng.,4,10,668--672,,1633,Generating broadcast programs that support range queries,,"Tan, Kian-Lee and Yu, Jeffrey Xu",668--672,1998,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",4,10
208,0,128,,Finding top-k similar graphs in graph databases,Yuanyuan Zhu and Lu Qin and Jeffrey Xu Yu and Hong Cheng,2012,inproceedings,,,,456--467,"15th International Conference on Extending Database Technology, {EDBT} '12, Berlin, Germany, March 27-30, 2012, Proceedings",2514,Method and apparatus for dynamic interval-based load balancing,,"Yu, Philip Shi-lung",,2000,misc,,,,
209,1,2317,,Semi-supervised Learning via Gaussian Processes,Neil D. Lawrence and Michael I. Jordan,2004,inproceedings,,,,753--760,"Advances in Neural Information Processing Systems 17 [Neural Information Processing Systems, {NIPS} 2004, December 13-18, 2004, Vancouver, British Columbia, Canada]",2185,Semi-supervised learning via Gaussian processes,Advances in neural information processing systems,"Lawrence, Neil D and Jordan, Michael I",753--760,2004,inproceedings,,,,
210,0,1555,,Entailment,,2010,incollection,,,,320--321,Encyclopedia of Machine Learning,1664,Clustering large attributed graphs: An efficient incremental approach,"Data Mining (ICDM), 2010 IEEE 10th International Conference on","Zhou, Yang and Cheng, Hong and Yu, Jeffrey Xu",689--698,2010,inproceedings,,,,
211,0,1440,,{GLADE:} big data analytics made easy,Yu Cheng and Chengjie Qin and Florin Rusu,2012,inproceedings,,,,697--700,"Proceedings of the {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD} 2012, Scottsdale, AZ, USA, May 20-24, 2012",2054,Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,Advanced Materials Research,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",685--689,2011,inproceedings,,,,328
212,0,213,,Answering Frequent Probabilistic Inference Queries in Databases,Shaoxu Song and Lei Chen and Jeffrey Xu Yu,2011,article,{IEEE} Trans. Knowl. Data Eng.,4,23,512--526,,1876,Efficient processing of k-hop reachability queries,,"Cheng, James and Shang, Zechao and Cheng, Hong and Wang, Haixun and Yu, Jeffrey Xu",227--252,2014,article,Springer Berlin Heidelberg,The VLDB Journal,2,23
213,1,754,,Efficient Truss Maintenance in Evolving Networks,Rui Zhou and Chengfei Liu and Jeffrey Xu Yu and Weifa Liang and Yanchun Zhang,2014,article,CoRR,,abs/1402.2807,,,1956,Efficient Truss Maintenance in Evolving Networks,,"Zhou, Rui and Liu, Chengfei and Yu, Jeffrey Xu and Liang, Weifa and Zhang, Yanchun",,2014,article,,arXiv preprint arXiv:1402.2807,,
214,0,1477,,Coarse Grained Parallel On-Line Analytical Processing {(OLAP)} for Data Mining,Frank K. H. A. Dehne and Todd Eavis and Andrew Rau{-}Chaplin,2001,inproceedings,,,,589--598,"Computational Science - {ICCS} 2001, International Conference, San Francisco, CA, USA, May 28-30, 2001. Proceedings, Part {II}",220,Dynamic knowledge-base alignment for coreference resolution,,"Zheng, Jianping and Vilnis, Luke and Singh, Sameer and Choi, Jinho D and McCallum, Andrew",,2013,article,,,,
215,0,678,,Efficient and accurate query evaluation on uncertain graphs via recursive stratified sampling,Rong{-}Hua Li and Jeffrey Xu Yu and Rui Mao and Tan Jin,2014,inproceedings,,,,892--903,"{IEEE} 30th International Conference on Data Engineering, Chicago, {ICDE} 2014, IL, USA, March 31 - April 4, 2014",1479,time (min.),,"Rumelhart, DE and Hinton, GE and Williams, RJ",111,2014,article,Elsevier,Advanced Control of Chemical Processes 1994,,45
216,0,144,,Contained Rewritings of XPath Queries Using Views Revisited,Junhu Wang and Jeffrey Xu Yu and Chengfei Liu,2008,inproceedings,,,,410--425,"Web Information Systems Engineering - {WISE} 2008, 9th International Conference, Auckland, New Zealand, September 1-3, 2008. Proceedings",1694,A novel spectral coding in a large graph database,Proceedings of the 11th international conference on Extending database technology: Advances in database technology,"Zou, Lei and Chen, Lei and Yu, Jeffrey Xu and Lu, Yansheng",181--192,2008,inproceedings,,,,
217,0,339,,Learning and Unlearning in Hopfield-Like Neural Network Performing Boolean Factor Analysis,Alexander A. Frolov and Dusan H{\'{u}}sek and Igor P. Muraviev and Pavel Yu. Polyakov,2010,incollection,,,,501--518,Advances in Machine Learning {I:} Dedicated to the Memory of Professor Ryszard S. Michalski,1717,Pattern matching over cloaked time series,"Data Engineering, 2008. ICDE 2008. IEEE 24th International Conference on","Lian, Xiang and Chen, Lei and Yu, Jeffrey Xu",1462--1464,2008,inproceedings,,,,
218,0,2861,,A Genetic Algorithm For Discovering Interesting Fuzzy Prediction Rules: Applications To Science And Technology Data,Wesley Rom{\~{a}}o and Alex Alves Freitas and Roberto C. S. Pacheco,2002,inproceedings,,,,1188--1195,"{GECCO} 2002: Proceedings of the Genetic and Evolutionary Computation Conference, New York, USA, 9-13 July 2002",2118,Bayesian parameter estimation via variational methods,,"Jaakkola, Tommi S and Jordan, Michael I",25--37,2000,article,Kluwer Academic Publishers,Statistics and Computing,1,10
219,1,290,,iGraph in action: performance analysis of disk-based graph indexing techniques,Wook{-}Shin Han and Minh{-}Duc Pham and Jinsoo Lee and Romans Kasperovics and Jeffrey Xu Yu,2011,inproceedings,,,,1241--1242,"Proceedings of the {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD} 2011, Athens, Greece, June 12-16, 2011",1821,iGraph in action: performance analysis of disk-based graph indexing techniques,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,"Han, Wook-Shin and Pham, Minh-Duc and Lee, Jinsoo and Kasperovics, Romans and Yu, Jeffrey Xu",1241--1242,2011,inproceedings,,,,
220,0,2825,,Rapid construction of data tables for quantitative structure-activity relationship studies,John S. Delaney and Anne Mullaley and Graham W. Mullier and Graham J. Sexton and Robin Taylor and Russell C. Viner,1993,article,Journal of Chemical Information and Computer Sciences,1,33,174--178,,2933,Searching for the sorting record: Experiences in tuning NOW-Sort,Proceedings of the SIGMETRICS symposium on Parallel and distributed tools,"Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H and Culler, David E and Hellerstein, Joseph M and Patterson, David A",124--133,1998,inproceedings,,,,
221,1,2445,,Deep Belief Nets,Geoffrey E. Hinton,2010,incollection,,,,267--269,Encyclopedia of Machine Learning,1391,Deep belief nets,Encyclopedia of Machine Learning,"Hinton, Geoffrey",267--269,2010,incollection,Springer US,,,
222,0,2291,,A kernel-based learning approach to ad hoc sensor network localization,XuanLong Nguyen and Michael I. Jordan and Bruno Sinopoli,2005,article,TOSN,1,1,134--152,,153,Joint deduplication of multiple record types in relational data,Proceedings of the 14th ACM international conference on Information and knowledge management,"Culotta, Aron and McCallum, Andrew",257--258,2005,inproceedings,,,,
223,0,149,,Answering tree pattern queries using views: a revisit,Junhu Wang and Jiang Li and Jeffrey Xu Yu,2011,inproceedings,,,,153--164,"{EDBT} 2011, 14th International Conference on Extending Database Technology, Uppsala, Sweden, March 21-24, 2011, Proceedings",2551,Replication algorithms in a remote caching architecture,,"Leff, Avraham and Wolf, Joel L and Yu, Philip S",1185--1204,1993,article,IEEE,"Parallel and Distributed Systems, IEEE Transactions on",11,4
224,0,1195,,Cross-Language Document Categorization,,2010,incollection,,,,242,Encyclopedia of Machine Learning,246,High-performance semi-supervised learning using discriminatively constrained generative models,Proceedings of the 27th International Conference on Machine Learning (ICML-10),"Druck, Gregory and McCallum, Andrew",319--326,2010,inproceedings,,,,
