id,label,left_id,left_publisher,left_isbn,left_title,left_series,left_author,left_year,left_ENTRYTYPE,left_journal,left_number,left_volume,left_link,left_pages,left_booktitle,left_crossref,right_id,right_title,right_booktitle,right_author,right_pages,right_year,right_organization,right_ENTRYTYPE,right_publisher,right_journal,right_number,right_volume
102,1,2028,0,0,Tree-dependent Component Analysis,0,Francis R. Bach and Michael I. Jordan,2002,inproceedings,0,0,0,https://dslpitt.org/uai/displayArticleDetails.jsp?mmnu=1&smnu=2&article_id=842&proceeding_id=18,36--44,"{UAI} '02, Proceedings of the 18th Conference in Uncertainty in Artificial Intelligence, University of Alberta, Edmonton, Alberta, Canada, August 1-4, 2002",DBLP:conf/uai/2002,2310,Tree-dependent component analysis,Proceedings of the Eighteenth conference on Uncertainty in artificial intelligence,"Bach, Francis R and Jordan, Michael I",36--44,2002,Morgan Kaufmann Publishers Inc.,inproceedings,0,0,0,
103,0,2210,0,0,A statistical framework for genomic data fusion,0,Gert R. G. Lanckriet and Tijl De Bie and Nello Cristianini and Michael I. Jordan and William Stafford Noble,2004,article,Bioinformatics,16,20,http://dx.doi.org/10.1093/bioinformatics/bth294,2626--2635,0,0,450,XML-based specification for Web services document security,0,"Bhatti, Rafae and Bertino, Elisa and Ghafoor, Arif and Joshi, James BD",41--49,2004,0,article,IEEE,Computer,4,37
104,1,235,0,0,Classifying High-Speed Text Streams,0,Gabriel Pui Cheong Fung and Jeffrey Xu Yu and Hongjun Lu,2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-45160-0_15,148--160,"Advances in Web-Age Information Management, 4th International Conference, {WAIM} 2003, Chengdu, China, August 17-19, 2003, Proceedings",DBLP:conf/waim/2003,1976,Classifying high-speed text streams,Advances in Web-Age Information Management,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Lu, Hongjun",148--160,2003,0,incollection,Springer Berlin Heidelberg,0,0,
105,0,1236,0,0,Mining {RNA} Structure Elements from the Structure Data of Protein-RNA Complexes,0,Daeho Lim and Kyungsook Han,2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-39644-4_33,352--359,"Discovery Science, 6th International Conference, {DS} 2003, Sapporo, Japan, October 17-19,2003, Proceedings",DBLP:conf/dis/2003,914,Author-X--A System for Secure Dissemination and Update of XML Documents,Databases in Networked Information Systems,"Bertino, Elisa and Carminati, Barbara and Ferrari, Elena and Mella, Giovanni",66--85,2003,0,incollection,Springer Berlin Heidelberg,0,0,
106,0,758,0,0,Link prediction: the power of maximal entropy random walk,0,Rong{-}Hua Li and Jeffrey Xu Yu and Jianquan Liu,2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/2063576.2063741,1147--1156,"Proceedings of the 20th {ACM} Conference on Information and Knowledge Management, {CIKM} 2011, Glasgow, United Kingdom, October 24-28, 2011",DBLP:conf/cikm/2011,2527,CellSort: high performance sorting on the cell processor,Proceedings of the 33rd international conference on Very large data bases,"Gedik, Buǧra and Bordawekar, Rajesh R and Yu, Philip S",1286--1297,2007,VLDB Endowment,inproceedings,0,0,0,
107,0,2372,0,0,A Machine Learning Approach for Optimizing Parallel Logic Simulation,0,Sina Meraji and Carl Tropper,2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICPP.2010.62,545--554,"39th International Conference on Parallel Processing, {ICPP} 2010, San Diego, California, USA, 13-16 September 2010",DBLP:conf/icpp/2010,2243,"Characterizing, modeling, and generating workload spikes for stateful services",Proceedings of the 1st ACM symposium on Cloud computing,"Bodik, Peter and Fox, Armando and Franklin, Michael J and Jordan, Michael I and Patterson, David A",241--252,2010,ACM,inproceedings,0,0,0,
108,0,121,0,0,Evaluating Irredundant Maximal Contained Rewritings for XPath Queries on Views,0,Rui Zhou and Chengfei Liu and Jianxin Li and Junhu Wang and Jeffrey Xu Yu,2014,article,Comput. J.,11,57,http://dx.doi.org/10.1093/comjnl/bxt091,1674--1692,0,0,169,Multi-conditional learning: Generative/discriminative training for clustering and classification,0,"McCallum, Andrew and Pal, Chris and Druck, Greg and Wang, Xuerui",433,2006,0,article,"Menlo Park, CA; Cambridge, MA; London; AAAI Press; MIT Press; 1999",PROCEEDINGS OF THE NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,1,21
109,0,608,0,0,"UD(k, l)-Index: An Efficient Approximate Index for {XML} Data",0,Hongwei Wu and Qing Wang and Jeffrey Xu Yu and Aoying Zhou and Shuigeng Zhou,2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-45160-0_8,68--79,"Advances in Web-Age Information Management, 4th International Conference, {WAIM} 2003, Chengdu, China, August 17-19, 2003, Proceedings",DBLP:conf/waim/2003,1795,Ten thousand SQLs: parallel keyword queries computing,0,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",58--69,2010,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,02-Jan,3
110,0,142,0,0,On Tree Pattern Query Rewriting Using Views,0,Junhu Wang and Jeffrey Xu Yu and Chengfei Liu,2007,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-76993-4_1,1--12,"Web Information Systems Engineering - {WISE} 2007, 8th International Conference on Web Information Systems Engineering, Nancy, France, December 3-7, 2007, Proceedings",DBLP:conf/wise/2007,1760,Leadership discovery when data correlatively evolve,0,"Wu, Di and Ke, Yiping and Yu, Jeffrey Xu and Philip, S Yu and Chen, Lei",1--25,2011,0,article,Springer US,World wide web,1,14
111,0,2129,0,0,A Unified Probabilistic Model for Global and Local Unsupervised Feature Selection,0,Yue Guan and Jennifer G. Dy and Michael I. Jordan,2011,inproceedings,0,0,0,0,1073--1080,"Proceedings of the 28th International Conference on Machine Learning, {ICML} 2011, Bellevue, Washington, USA, June 28 - July 2, 2011",DBLP:conf/icml/2011,2213,Sharing features among dynamical systems with beta processes,Advances in Neural Information Processing Systems,"Fox, Emily B and Jordan, Michael I and Sudderth, Erik B and Willsky, Alan S",549--557,2009,0,inproceedings,0,0,0,
112,0,741,0,0,Fast Computation of Reachability Labeling for Large Graphs,0,Jiefeng Cheng and Jeffrey Xu Yu and Xuemin Lin and Haixun Wang and Philip S. Yu,2006,inproceedings,0,0,0,http://dx.doi.org/10.1007/11687238_56,961--979,"Advances in Database Technology - {EDBT} 2006, 10th International Conference on Extending Database Technology, Munich, Germany, March 26-31, 2006, Proceedings",DBLP:conf/edbt/2006,1840,Fast computation of reachability labeling for large graphs,0,"Yu, JX and Lin, X and Wang, H and Yu, PS and Cheng, J",0,2006,0,book,EBDT,0,0,
113,0,1874,0,0,Extreme learning machines: a survey,0,Guang{-}Bin Huang and Dianhui Wang and Yuan Lan,2011,article,Int. J. Machine Learning {\&} Cybernetics,2,2,http://dx.doi.org/10.1007/s13042-011-0019-y,107--122,0,0,2572,G-SESAME: web tools for GO-term-based gene similarity analysis and knowledge discovery,0,"Du, Zhidian and Li, Lin and Chen, Chin-Fu and Philip, S Yu and Wang, James Z",gkp463,2009,0,article,Oxford University Press,Nucleic acids research,0,
114,0,705,0,0,Guest Editorial: Special Issue on Managing and Mining Massive Graphs,0,Haixun Wang and Jeffrey Xu Yu,2015,article,Distributed and Parallel Databases,4,33,http://dx.doi.org/10.1007/s10619-015-7180-3,477--478,0,0,2047,"STUDY ON THE TOXICITY OF BLUE-GREEN-ALGAL BLOOMS IN LAKE-DONGHU, WUHAN",0,"HE, Z and HE, J and YU, J and YU, M and others",0,1988,0,article,0,0,0,
115,0,649,0,0,Frequent Subgraph Summarization with Error Control,0,Zheng Liu and Ruoming Jin and Hong Cheng and Jeffrey Xu Yu,2013,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-38562-9_1,1--12,"Web-Age Information Management - 14th International Conference, {WAIM} 2013, Beidaihe, China, June 14-16, 2013. Proceedings",DBLP:conf/waim/2013,2076,Frequent subgraph summarization with error control,Web-Age Information Management,"Liu, Zheng and Jin, Ruoming and Cheng, Hong and Yu, Jeffrey Xu",1--12,2013,0,incollection,Springer Berlin Heidelberg,0,0,
116,0,250,0,0,MB+Tree: {A} Dynamically Updatable Metric Index for Similarity Searches,0,Masahiro Ishikawa and Hanxiong Chen and Kazutaka Furuse and Jeffrey Xu Yu and Nobuo Ohbo,2000,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-45151-X_34,356--373,"Web-Age Information Management, First International Conference, {WAIM} 2000, Shanghai, China, June 21-23, 2000, Proceedings",DBLP:conf/waim/2000,1893,Architecture of a highperformance persistent object store,0,"Johnson, CW and Yu, JX and Stanton, RB",25--26,1995,0,article,0,Proceedings of the Fourth International Parallel Computing Workshop,0,
117,1,2340,0,0,Learning the Kernel Matrix with Semidefinite Programming,0,Gert R. G. Lanckriet and Nello Cristianini and Peter L. Bartlett and Laurent El Ghaoui and Michael I. Jordan,2004,article,Journal of Machine Learning Research,0,5,http://www.jmlr.org/papers/v5/lanckriet04a.html,27--72,0,0,2106,Learning the kernel matrix with semidefinite programming,0,"Lanckriet, Gert RG and Cristianini, Nello and Bartlett, Peter and Ghaoui, Laurent El and Jordan, Michael I",27--72,2004,0,article,JMLR. org,The Journal of Machine Learning Research,0,5
118,1,2084,0,0,Mean Field Theory for Sigmoid Belief Networks,0,Lawrence K. Saul and Tommi S. Jaakkola and Michael I. Jordan,1996,article,CoRR,0,cs.AI/9603102,http://arxiv.org/abs/cs.AI/9603102,0,0,0,2166,Mean field theory for sigmoid belief networks,0,"Saul, Lawrence K and Jaakkola, Tommi and Jordan, Michael I",61--76,1996,0,article,0,Journal of artificial intelligence research,1,4
119,0,820,0,0,Effective genetic algorithm for resource-constrained project scheduling with limited preemptions,0,Jie Zhu and Xiaoping Li and Weiming Shen,2011,article,Int. J. Machine Learning {\&} Cybernetics,2,2,http://dx.doi.org/10.1007/s13042-011-0014-3,55--65,0,0,2895,On dynamic data-driven selection of sensor streams,Proceedings of the 17th ACM SIGKDD international conference on Knowledge discovery and data mining,"Aggarwal, Charu C and Xie, Yan and Yu, Philip S",1226--1234,2011,ACM,inproceedings,0,0,0,
120,0,2117,0,0,Efficient Stepwise Selection in Decomposable Models,0,Amol Deshpande and Minos N. Garofalakis and Michael I. Jordan,2001,inproceedings,0,0,0,https://dslpitt.org/uai/displayArticleDetails.jsp?mmnu=1&smnu=2&article_id=92&proceeding_id=17,128--135,"{UAI} '01: Proceedings of the 17th Conference in Uncertainty in Artificial Intelligence, University of Washington, Seattle, Washington, USA, August 2-5, 2001",DBLP:conf/uai/2001,2336,Indeterminate motor skill learning problems,0,"Jordan, Michael I",0,1989,0,article,"Erlbaum Hillsdale, NJ",Attention and Performance XIII,0,
121,0,201,0,0,Index-based Optimal Algorithms for Computing Steiner Components with Maximum Connectivity,0,Lijun Chang and Xuemin Lin and Lu Qin and Jeffrey Xu Yu and Wenjie Zhang,2015,inproceedings,0,0,0,http://doi.acm.org/10.1145/2723372.2746486,459--474,"Proceedings of the 2015 {ACM} {SIGMOD} International Conference on Management of Data, Melbourne, Victoria, Australia, May 31 - June 4, 2015",DBLP:conf/sigmod/2015,1310,Deep learning,0,"LeCun, Yann and Bengio, Yoshua and Hinton, Geoffrey",436--444,2015,0,article,Nature Publishing Group,Nature,7553,521
122,0,412,0,0,Using Efficient Machine-Learning Models to Assess Two Important Quality Factors: Maintainability and Reusability,0,Hakim Lounis and Tamer Fares Gayed and Mounir Boukadoum,2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/IWSM-MENSURA.2011.44,170--177,"2011 Joint Conf of 21st Int'l Workshop on Software Measurement and the 6th Int'l Conference on Software Process and Product Measurement, IWSM/Mensura 2011, Nara, Japan, November 3-4, 2011",DBLP:conf/iwsm/2011,2904,Efficient query monitoring using adaptive multiple key hashing,Proceedings of the eleventh international conference on Information and knowledge management,"Wu, Kun-Lung and Yu, Philip S",477--484,2002,ACM,inproceedings,0,0,0,
123,0,1834,0,0,Dynamic Programming,0,Martin L. Puterman and Jonathan Patrick,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_237,298--308,Encyclopedia of Machine Learning,DBLP:reference/ml/2010,3114,Understanding Application Scaling NAS Parallel Benchmarks 2.2 on NOW and SGI Origin 2000,0,"Wong, Frederick and Martin, Rich and Arpaci-Dusseau, Remzi and Wu, David and Culler, David",0,1998,0,article,0,"University of California, Berkeley",0,
124,0,648,0,0,Context-sensitive document ranking,0,Lijun Chang and Jeffrey Xu Yu and Lu Qin,2009,inproceedings,0,0,0,http://doi.acm.org/10.1145/1645953.1646164,1533--1536,"Proceedings of the 18th {ACM} Conference on Information and Knowledge Management, {CIKM} 2009, Hong Kong, China, November 2-6, 2009",DBLP:conf/cikm/2009,984,Restricted authentication and encryption for cyber-physical systems,0,"Kirkpatrick, Michael and Bertino, Elisa and Sheldon, Frederick T",0,2009,0,article,0,DHS CPS Workshop Restricted Authentication and Encryption for Cyber-physical Systems,0,
125,0,287,0,0,Application Benchmark,0,Denilson Barbosa and Ioana Manolescu and Jeffrey Xu Yu,2009,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-39940-9_5055,99--100,Encyclopedia of Database Systems,DBLP:reference/db/2009,1705,Finding the influence set through skylines,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,"Wu, Xiaobing and Tao, Yufei and Wong, Raymong Chi-Wing and Ding, Ling and Yu, Jeffrey Xu",1030--1041,2009,ACM,inproceedings,0,0,0,
126,0,771,0,0,Guest editorial: social networks and social Web mining,0,Guandong Xu and Jeffrey Xu Yu and Wookey Lee,2013,article,World Wide Web,05-Jun,16,http://dx.doi.org/10.1007/s11280-013-0254-0,541--544,0,0,1978,[Effects of Shengmai injection on testicular injury after torsion/detorsion in rats of different ages].,0,"Zhou, YF and Ni, CC and Zheng, TT and Xu, NJ and Wang, Y and Yu, JJ and Zhang, JP and Gao, GS",185--188,2011,0,article,0,Zhonghua nan ke xue= National journal of andrology,2,17
127,1,784,0,0,Summarizing Order Statistics over Data Streams with Duplicates,0,Ying Zhang and Xuemin Lin and Yidong Yuan and Masaru Kitsuregawa and Xiaofang Zhou and Jeffrey Xu Yu,2007,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDE.2007.369004,1329--1333,"Proceedings of the 23rd International Conference on Data Engineering, {ICDE} 2007, The Marmara Hotel, Istanbul, Turkey, April 15-20, 2007",DBLP:conf/icde/2007,1901,Summarizing order statistics over data streams with duplicates,"Data Engineering, 2007. ICDE 2007. IEEE 23rd International Conference on","Zhang, Ying and Lin, Xuemin and Yuan, Yidong and Kitsuregawa, Masaru and Zhou, Xiaofang and Yu, Jeffrey Xu",1329--1333,2007,IEEE,inproceedings,0,0,0,
128,0,2393,0,0,Comparative efficiency of searching abstract text in the Chemical Abstracts Service database,0,M. Herz and H. K. Kaindl and A. A. Salib and R. Warszawski,1985,article,Journal of Chemical Information and Computer Sciences,2,25,http://dx.doi.org/10.1021/ci00046a012,111--114,0,0,3073,Limiting trust in the storage stack,Proceedings of the second ACM workshop on Storage security and survivability,"Bairavasundaram, Lakshmi N and Rungta, Meenali and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",53--60,2006,ACM,inproceedings,0,0,0,
129,0,2272,0,0,On the Inference of Ancestries in Admixed Populations,0,Sriram Sankararaman and Gad Kimmel and Eran Halperin and Michael I. Jordan,2008,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-78839-3_37,424--433,"Research in Computational Molecular Biology, 12th Annual International Conference, {RECOMB} 2008, Singapore, March 30 - April 2, 2008. Proceedings",DBLP:conf/recomb/2008,2361,On the inference of ancestries in admixed populations,0,"Sankararaman, Sriram and Kimmel, Gad and Halperin, Eran and Jordan, Michael I",668--675,2008,0,article,Cold Spring Harbor Lab,Genome research,4,18
130,0,1468,0,0,6th Graders doin' science - Collecting Data and Looking for Patterns in a Virtual Field,0,Andrew E. Johnson and Thomas G. Moher and Yongjoo Cho and Daniel C. Edelson and Brian J. Reiser,2002,inproceedings,0,0,0,http://dx.doi.org/10.1109/VR.2002.996539,281--282,"{IEEE} Virtual Reality Conference 2002, {VR} '02, Orlando, Florida, USA, March 24-28, 2002, Proceedings",DBLP:conf/vr/2002,2935,Analysis of HDFS under HBase: a facebook messages case study.,0,"Harter, Tyler and Borthakur, Dhruba and Dong, Siying and Aiyer, Amitanand S and Tang, Liyin and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",12th,2014,0,article,0,FAST,0,14
131,0,2051,0,0,Stick-Breaking Beta Processes and the Poisson Process,0,John William Paisley and David M. Blei and Michael I. Jordan,2012,inproceedings,0,0,0,http://jmlr.csail.mit.edu/proceedings/papers/v22/paisley12.html,850--858,"Proceedings of the Fifteenth International Conference on Artificial Intelligence and Statistics, {AISTATS} 2012, La Palma, Canary Islands, April 21-23, 2012",DBLP:conf/aistats/2012,2197,Divide-and-conquer matrix factorization,Advances in Neural Information Processing Systems,"Mackey, Lester W and Jordan, Michael I and Talwalkar, Ameet",1134--1142,2011,0,inproceedings,0,0,0,
132,0,2097,0,0,Fast Learning by Bounding Likelihoods in Sigmoid Type Belief Networks,0,Tommi S. Jaakkola and Lawrence K. Saul and Michael I. Jordan,1995,inproceedings,0,0,0,http://papers.nips.cc/paper/1111-fast-learning-by-bounding-likelihoods-in-sigmoid-type-belief-networks,528--534,"Advances in Neural Information Processing Systems 8, NIPS, Denver, CO, November 27-30, 1995",DBLP:conf/nips/1995,2389,Look-ahead scheduling to support video-on-demand applications,0,"Wolf, Joel L and Philip, S Yu",0,1995,0,misc,0,0,0,
133,0,1224,0,0,Parallel-processing applications for data analysis in the social sciences,0,John Skvoretz and Shelley A. Smith and Chuck Baldwin,1992,article,Concurrency - Practice and Experience,3,4,http://dx.doi.org/10.1002/cpe.4330040302,207--221,0,0,2901,Parallel query processing,Advanced Database Systems,"Yu, Philip S. and Chen, M-S and Wolf, Joel L and Turek, John",229--258,1993,0,incollection,Springer Berlin Heidelberg,0,0,
134,0,2045,0,0,Shared Segmentation of Natural Scenes Using Dependent Pitman-Yor Processes,0,Erik B. Sudderth and Michael I. Jordan,2008,inproceedings,0,0,0,http://papers.nips.cc/paper/3435-shared-segmentation-of-natural-scenes-using-dependent-pitman-yor-processes,1585--1592,"Advances in Neural Information Processing Systems 21, Proceedings of the Twenty-Second Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 8-11, 2008",DBLP:conf/nips/2008,2234,Shared segmentation of natural scenes using dependent Pitman-Yor processes,Advances in Neural Information Processing Systems,"Sudderth, Erik B and Jordan, Michael I",1585--1592,2009,0,inproceedings,0,0,0,
135,1,2151,0,0,Active Learning with Statistical Models,0,David A. Cohn and Zoubin Ghahramani and Michael I. Jordan,1996,article,J. Artif. Intell. Res. {(JAIR)},0,4,http://dx.doi.org/10.1613/jair.295,129--145,0,0,2114,Active learning with statistical models,0,"Cohn, David A and Ghahramani, Zoubin and Jordan, Michael I",0,1996,0,article,0,Journal of artificial intelligence research,0,
136,0,669,0,0,Scalable Diversified Ranking on Large Graphs,0,Rong{-}Hua Li and Jeffrey Xu Yu,2013,article,{IEEE} Trans. Knowl. Data Eng.,9,25,http://dx.doi.org/10.1109/TKDE.2012.170,2133--2146,0,0,1883,Hypoxia promotes the proliferation of cervical carcinoma cells through stimulating the secretion of IL-8,0,"Liu, Li-Bing and Xie, Feng and Chang, Kai-Kai and Li, Ming-Qing and Meng, Yu-Han and Wang, Xiao-Hui and Li, Hui and Li, Da-Jin and Yu, Jin-Jin",575,2014,0,article,e-Century Publishing Corporation,International journal of clinical and experimental pathology,2,7
137,0,2043,0,0,Bayesian semiparametric Wiener system identification,0,Fredrik Lindsten and Thomas B. Sch{\{o}}n and Michael I. Jordan,2013,article,Automatica,7,49,http://dx.doi.org/10.1016/j.automatica.2013.03.021,2053--2063,0,0,2252,Minimax probability machine,Advances in neural information processing systems,"Lanckriet, Gert and Ghaoui, Laurent E and Bhattacharyya, Chiranjib and Jordan, Michael I",801--807,2001,0,inproceedings,0,0,0,
138,0,2714,0,0,Machine Learning versus Knowledge Based Classification of Legal Texts,0,Emile de Maat and Kai Krabben and Radboud Winkels,2010,inproceedings,0,0,0,http://dx.doi.org/10.3233/978-1-60750-682-9-87,87--96,"Legal Knowledge and Information Systems - {JURIX} 2010: The Twenty-Third Annual Conference on Legal Knowledge and Information Systems, Liverpool, UK, 16-17 December 2010",DBLP:conf/jurix/2010,799,Repository management in an intelligent indexing approach for multimedia digital libraries,0,"Armani, B and Catania, B and Bertino, E and Laradi, D and Marin, B and Zarri, Gian Piero",431--440,2010,0,article,Springer Berlin/Heidelberg,Foundations of Intelligent Systems,0,
139,0,621,0,0,Assessing single-pair similarity over graphs by aggregating first-meeting probabilities,0,Jun He and Hongyan Liu and Jeffrey Xu Yu and Pei Li and Wei He and Xiaoyong Du,2014,article,Inf. Syst.,0,42,http://dx.doi.org/10.1016/j.is.2013.12.008,107--122,0,0,2673,Analysis of affinity based routing in multi-system data sharing,0,"Philip, S Yu and Cornell, Douglas W and Dias, Daniel M and Iyer, Balakrishna R",87--109,1987,0,article,North-Holland,Performance Evaluation,2,7
140,0,2037,0,0,Loopy Belief Propagation for Approximate Inference: An Empirical Study,0,Kevin P. Murphy and Yair Weiss and Michael I. Jordan,2013,article,CoRR,0,abs/1301.6725,http://arxiv.org/abs/1301.6725,0,0,0,2289,Recursive algorithms for approximating probabilities in graphical models,0,"Jaakkola, Tommi S and Jordan, Michael I",487--493,1997,0,article,Citeseer,Advances in neural information processing systems,0,
141,0,629,0,0,Approximate Homogeneous Graph Summarization,0,Zheng Liu and Jeffrey Xu Yu and Hong Cheng,2012,article,JIP,1,20,http://dx.doi.org/10.2197/ipsjjip.20.77,77--88,0,0,1991,Query-Driven Frequent Co-Occurring Term Computation over Relational Data Using MapReduce,0,"Li, Jianxin and Liu, Chengfei and Zhou, Rui and Yu, Jeffrey Xu",497--513,2015,0,article,Oxford University Press,The Computer Journal,3,58
142,0,1942,0,0,"Spatial Data Analysis: Theory and Practice. By Robert Haining (Cambridge: Cambridge University Press, 2003) {ISBN} 0-521-77437-3",0,Roger Bivand,2004,article,International Journal of Geographical Information Science,3,18,http://dx.doi.org/10.1080/13658810310001638682,300--301,0,0,2085,Hierarchical topic models and the nested Chinese restaurant process,0,"Griffiths, DMBTL and Tenenbaum, MIJJB",17,2004,0,article,The MIT Press,Advances in neural information processing systems,0,16
143,0,2418,Prentice Hall,978-0-13-629874-8,Object-oriented databases,Prentice Hall International series in computer science,John G. Hughes,1991,book,0,0,0,0,0,0,0,676,Transaction Optimization in Rule Databases,0,"Guerrini, E Bertino B Catania G and Montesi, D",137--145,1994,0,article,0,Proc. Fourth IEEE Research Issues in Data Eng.: Active Database Systems (RIDE-ADS'94),0,
144,0,2272,0,0,On the Inference of Ancestries in Admixed Populations,0,Sriram Sankararaman and Gad Kimmel and Eran Halperin and Michael I. Jordan,2008,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-78839-3_37,424--433,"Research in Computational Molecular Biology, 12th Annual International Conference, {RECOMB} 2008, Singapore, March 30 - April 2, 2008. Proceedings",DBLP:conf/recomb/2008,3091,ANViL: advanced virtualization for modern non-volatile memory devices,Proceedings of the 13th USENIX Conference on File and Storage Technologies,"Weiss, Zev and Subramanian, Sriram and Sundararaman, Swaminathan and Talagala, Nisha and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",111--118,2015,USENIX Association,inproceedings,0,0,0,
145,0,254,0,0,A false negative approach to mining frequent itemsets from high speed transactional data streams,0,Jeffrey Xu Yu and Zhihong Chong and Hongjun Lu and Zhenjie Zhang and Aoying Zhou,2006,article,Inf. Sci.,14,176,http://dx.doi.org/10.1016/j.ins.2005.11.003,1986--2015,0,0,2569,Personalized privacy protection in social networks,0,"Yuan, Mingxuan and Chen, Lei and Yu, Philip S",141--150,2010,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,2,4
146,0,294,0,0,Indexing the Function: An Efficient Algorithm for Multi-dimensional Search with Expensive Distance Functions,0,Hanxiong Chen and Jianquan Liu and Kazutaka Furuse and Jeffrey Xu Yu and Nobuo Ohbo,2009,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-03348-3_10,67--78,"Advanced Data Mining and Applications, 5th International Conference, {ADMA} 2009, Beijing, China, August 17-19, 2009. Proceedings",DBLP:conf/adma/2009,545,The SCIFC model for information flow control in web service composition,"Web Services, 2009. ICWS 2009. IEEE International Conference on","She, Wei and Yen, I and Thuraisingham, Bhavani and Bertino, Elisa and others",1--8,2009,IEEE,inproceedings,0,0,0,
147,0,1125,0,0,Integrated science for environmental decision-making: the challenge for biodiversity and ecosystem informatics,0,Gladys A. Cotter and Mike Frame and Ron Sepic,2004,article,Data Science Journal,0,3,http://dx.doi.org/10.2481/dsj.3.38,38--59,0,0,2185,Semi-supervised learning via Gaussian processes,Advances in neural information processing systems,"Lawrence, Neil D and Jordan, Michael I",753--760,2004,0,inproceedings,0,0,0,
148,1,133,0,0,Constructing Suffix Tree for Gigabyte Sequences with Megabyte Memory,0,Ching{-}Fung Cheung and Jeffrey Xu Yu and Hongjun Lu,2005,article,{IEEE} Trans. Knowl. Data Eng.,1,17,http://dx.doi.org/10.1109/TKDE.2005.3,90--105,0,0,1639,Constructing suffix tree for gigabyte sequences with megabyte memory,0,"Cheung, Ching-Fung and Yu, Jeffrey Xu and Lu, Hongjun",90--105,2005,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",1,17
149,1,150,0,0,Stock risk mining by news,0,Qi Pan and Hong Cheng and Di Wu and Jeffrey Xu Yu and Yiping Ke,2010,inproceedings,0,0,0,http://portal.acm.org/citation.cfm?id=1862265&CFID=17470975&CFTOKEN=71845406,179--188,"Database Technologies 2010, Twenty-First Australasian Database Conference {(ADC} 2010), Brisbane, Australia, 18-22 January, 2010, Proceedings",DBLP:conf/adc/2010,1908,Stock risk mining by news,Proceedings of the Twenty-First Australasian Conference on Database Technologies-Volume 104,"Pan, Qi and Cheng, Hong and Wu, Di and Yu, Jeffrey Xu and Ke, Yiping",179--188,2010,"Australian Computer Society, Inc.",inproceedings,0,0,0,
150,0,2340,0,0,Learning the Kernel Matrix with Semidefinite Programming,0,Gert R. G. Lanckriet and Nello Cristianini and Peter L. Bartlett and Laurent El Ghaoui and Michael I. Jordan,2004,article,Journal of Machine Learning Research,0,5,http://www.jmlr.org/papers/v5/lanckriet04a.html,27--72,0,0,2197,Divide-and-conquer matrix factorization,Advances in Neural Information Processing Systems,"Mackey, Lester W and Jordan, Michael I and Talwalkar, Ameet",1134--1142,2011,0,inproceedings,0,0,0,
151,0,683,0,0,Graph Indexing: Tree + Delta {\textgreater}= Graph,0,Peixiang Zhao and Jeffrey Xu Yu and Philip S. Yu,2007,inproceedings,0,0,0,http://www.vldb.org/conf/2007/papers/research/p938-zhao.pdf,938--949,"Proceedings of the 33rd International Conference on Very Large Data Bases, University of Vienna, Austria, September 23-27, 2007",DBLP:conf/vldb/2007,1606,Similarity match over high speed time-series streams,"Data Engineering, 2007. ICDE 2007. IEEE 23rd International Conference on","Lian, Xiang and Chen, Lei and Yu, Jeffrey Xu and Wang, Guoren and Yu, Ge",1086--1095,2007,IEEE,inproceedings,0,0,0,
152,1,262,0,0,Supporting Range Queries in a Wireless Environment with Nonuniform Broadcast,0,Kian{-}Lee Tan and Jeffrey Xu Yu and Pin{-}Kwang Eng,1999,article,Data Knowl. Eng.,2,29,http://dx.doi.org/10.1016/S0169-023X(98)00038-X,201--221,0,0,1725,Supporting range queries in a wireless environment with nonuniform broadcast,0,"Tan, Kian-Lee and Yu, Jeffrey Xu and Eng, Pin-Kwang",201--221,1999,0,article,North-Holland,Data \& knowledge engineering,2,29
