id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
4487,1,oodb bulk loading revisited : the partitioned-list approach,"jeffrey f. naughton , janet l. wiener",VLDB,1995,oodb bulk loading revisited : the partitioned-list approach,"janet l. wiener , jeffrey f. naughton",VLDB,1995
4488,0,report on the 1995 international workshop on temporal databases,"arie segev , richard t. snodgrass , christian s. jensen",SIGMOD Rec.,1995,report on second international workshop on advanced issues of e-commerce and web-based information systems,"kun-lung wu , philip s. yu",SIGMOD Rec.,2000
4489,0,index configuration in object-oriented databases,elisa bertino,VLDBJ,1994,pixel-oriented database visualizations,daniel a. keim,SIGMOD Rec.,1996
4490,0,functional-join processing,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen",VLDBJ,2000,adaptive multi-stage distance join processing,"hyoseop shin , bongki moon , sukho lee",SIGMOD,2000
4491,1,capturing both types and constraints in data integration,"juliana freire , rajeev rastogi , michael benedikt , wenfei fan , chee yong chan",SIGMOD,2003,capturing both types and constraints in data integration,"michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi",SIGMOD,2003
4492,0,naos - efficient and modular reactive capabilities in an object-oriented database system,"thierry coupaye , t. svensen , christine collet",VLDB,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",VLDB,1994
4493,0,some issues in design of distributed deductive databases,"nandlal l. sarda , mukesh k. mohania",VLDB,1994,space optimization in deductive databases,"divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",ACM TODS,1995
4494,0,fast incremental indexing for full-text information retrieval,"w. bruce croft , james p. callan , eric w. brown",VLDB,1994,interaction of query evaluation and buffer management for information retrieval,"bj &#246; rn t. j &#243; nsson , michael j. franklin , divesh srivastava",SIGMOD,1998
4495,0,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",VLDB,1996,query optimization by predicate move-around,"alon y. levy , inderpal singh mumick , yehoshua sagiv",VLDB,1994
4496,0,a performance study of transitive closure algorithms,"raghu ramakrishnan , shaul dar",SIGMOD,1994,transaction chopping : algorithms and performance studies,"dennis shasha , francois llirbat , eric simon , patrick valduriez",ACM TODS,1995
4497,0,rainbow : mapping-driven xquery processing system,"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ",SIGMOD,2002,fact : a learning based web query processing system,"songting chen , yanlei diao , hongjun lu , zengping tian",SIGMOD,2000
4498,0,watermarking relational databases,"rakesh agrawal , jerry kiernan",VLDB,2002,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",SIGMOD,2003
4499,0,editor 's notes,jennifer widom,SIGMOD Rec.,1996,editorial,"peter apers , stefano ceri , richard snodgrass",VLDBJ,2002
4500,1,the changing landscape of the software industry and its implications for india,umang gupta,VLDB,1996,the changing landscape of the software industry and its implications for india,umang gupta,VLDB,1996
4501,0,quickstore : a high performance mapped object store,"david j. dewitt , seth j. white",SIGMOD,1994,dali : a high performance main memory storage manager,"h. v. jagadish , daniel f. lieuwen , rajeev rastogi , abraham silberschatz , s. sudarshan",VLDB,1994
4502,0,database research at ut arlington,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh",SIGMOD Rec.,2003,database research at columbia university,"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",SIGMOD Rec.,1998
4503,0,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",VLDB,1995,an effective hash-based algorithm for mining association rules,"jong soo park , ming-syan chen , philip s. yu",SIGMOD,1995
4504,0,relaxed transaction processing,"darrell woelk , munindar p. singh , christine tomlinson",SIGMOD,1994,distributed transactions in practice,"prabhu ram , lyman do , pamela drew",SIGMOD Rec.,1999
4505,0,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",SIGMOD,1999,using the calanda time series management system,"werner dreyer , angelika kotz dittrich , duri schmidt",SIGMOD,1995
4506,0,dynamic multi-resource load balancing in parallel database systems,"robert marek , erhard rahm",VLDB,1995,towards self-tuning data placement in parallel database systems,"mong li lee , masaru kitsuregawa , beng chin ooi , kian-lee tan , anirban mondal",SIGMOD,2000
4507,1,semantic and schematic similarities between database objects : a context-based approach,"vipul kashyap , amit p. sheth",VLDBJ,1996,semantic and schematic similarities between database objects : a context-based approach,"vipul kashyap , amit sheth",VLDBJ,1996
4508,0,groupwise processing of relational queries,"kenneth a. ross , damianos chatziantoniou",VLDB,1997,control strategies for complex relational query processing in shared nothing systems,"lionel brunie , harald kosch",SIGMOD Rec.,1996
4509,0,approximate query mapping : accounting for translation closeness,"hector garcia-molina , kevin chen-chuan chang",VLDBJ,2001,approximate query processing using wavelets,"kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",VLDBJ,2001
4510,0,on parallel processing of aggregate and scalar functions in object-relational dbms,"michael jaedicke , bernhard mitschang",SIGMOD,1998,intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,"michael rys , moira c. norrie , hans-j &#246; rg schek",VLDB,1996
4511,0,mariposa : a wide-area distributed database system,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer",VLDBJ,1996,the network is the database : data management for highly distributed systems,"julio c. navas , michael wynblatt",SIGMOD,2001
4512,0,optimization techniques for queries with expensive methods,joseph m. hellerstein,ACM TODS,1998,optimizing disjunctive queries with expensive predicates,"a. kemper , g. moerkotte , k. peithner , m. steinbrunn",SIGMOD,1994
4513,1,privacy-preserving data mining,"ramakrishnan srikant , rakesh agrawal",SIGMOD,2000,privacy-preserving data mining,"rakesh agrawal , ramakrishnan srikant",SIGMOD,2000
4514,0,online query processing,"peter j. haas , joseph m. hellerstein",SIGMOD,2001,approximate query processing using wavelets,"kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",VLDBJ,2001
4515,0,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",SIGMOD,1996,the onion technique : indexing for linear optimization queries,"yuan-chi chang , lawrence bergman , vittorio castelli , chung-sheng li , ming-ling lo , john r. smith",SIGMOD,2000
4516,0,using the calanda time series management system,"werner dreyer , angelika kotz dittrich , duri schmidt",SIGMOD,1995,catching the boat with strudel : experiences with a web-site management system,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",SIGMOD,1998
4517,0,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",SIGMOD Rec.,1997,dwms : data warehouse management system,narendra mohan,VLDB,1996
4518,0,report on the first international workshop an efficient web-based information systems,"omar boucelma , zoé lacroix",SIGMOD Rec.,2003,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),"hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",SIGMOD Rec.,2003
4519,0,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",VLDBJ,2000,selectivity estimation using probabilistic models,"lise getoor , benjamin taskar , daphne koller",SIGMOD,2001
4520,0,watermarking relational databases,"rakesh agrawal , jerry kiernan",VLDB,2002,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",VLDB,1996
4521,0,databases and transaction processing : an application-oriented approach - book review,alfons kemper,SIGMOD Rec.,2002,relaxed transaction processing,"munindar p. singh , christine tomlinson , darrell woelk",SIGMOD,1994
4522,1,an introduction to remy 's fast polymorphic record projection,limsoon wong,SIGMOD Rec.,1995,an introduction to remy 's fast polymorphic record projection,limsoon wong,SIGMOD Rec.,1995
4523,0,image mining in iris : integrated retinal information system,"kheng guan goh , wynne hsu , mong-li lee",SIGMOD,2000,the sift information dissemination system,"tak w. yan , hector garcia-molina",ACM TODS,1999
4524,0,on computing correlated aggregates over continual data streams,"divesh srivastava , flip korn , johannes gehrke",SIGMOD,2001,continuous queries over data streams,"shivnath babu , jennifer widom",SIGMOD Rec.,2001
4525,0,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",SIGMOD,2001,rate-based query optimization for streaming information sources,"stratis d. viglas , jeffrey f. naughton",SIGMOD,2002
4526,0,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",SIGMOD,1999,wavelet-based histograms for selectivity estimation,"yossi matias , jeffrey scott vitter , min wang",SIGMOD,1998
4527,0,a database model for object dynamics,"mike p. papazoglou , bernd j. krämer",VLDBJ,1997,a data model and data structures for moving objects databases,"luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider",SIGMOD,2000
4528,0,lopix : a system for xml data integration and manipulation,wolfgang may,VLDB,2001,mineset ( tm ) : a system for high-end data mining and visualization,,VLDB,1996
4529,0,report on the first international workshop an efficient web-based information systems,"omar boucelma , zoé lacroix",SIGMOD Rec.,2003,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),"mikael berndtsson , j &#246; rgen hansson",SIGMOD Rec.,1996
4530,1,applying formal methods to semantic-based decomposition of transactions,"paul ammann , indrakshi ray , sushil jajodia",ACM TODS,1997,applying formal methods to semantic-based decomposition of transactions,"paul ammann , sushil jajodia , indrakshi ray",ACM TODS,1997
4531,0,improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",SIGMOD Rec.,1996,report on first international workshop on real-time database systems,"azer bestavros , kwei-jay lin , sang son",SIGMOD Rec.,1996
4532,0,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst",VLDB,1998,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbon",VLDB,2001
4533,0,reminiscences on influential papers,"christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross",SIGMOD Rec.,2000,influential papers,ken ross,SIGMOD Rec.,2002
4534,0,query unnesting in object-oriented databases,leonidas fegaras,SIGMOD,1998,design and user testing of a multi-paradigm query interface to an object-oriented database,"dac khoa doan , norman w. paton , alistair kilgour",SIGMOD Rec.,1995
4535,0,performance evaluation of a new distributed deadlock detection algorithm,"chim-fu yeung , kam-yiu lam , sheung-lun hung",SIGMOD Rec.,1994,the design and performance evaluation of alternative xml storage strategies,"feng tian , david j. dewitt , jianjun chen , chun zhang",SIGMOD Rec.,2002
4536,0,watchman : a data warehouse intelligent cache manager,"peter scheuermann , radek vingralek , junho shim",VLDB,1996,dwms : data warehouse management system,narendra mohan,VLDB,1996
4537,0,covering indexes for xml queries : bisimulation - simulation = negation,prakash ramanan,VLDB,2003,covering indexes for branching path queries,"raghav kaushik , philip bohannon , jeffrey f naughton , henry f korth",SIGMOD,2002
4538,0,cure : an efficient clustering algorithm for large databases,"sudipto guha , rajeev rastogi , kyuseok shim",SIGMOD,1998,fast algorithms for universal quantification in large databases,"goetz graefe , richard l. cole",ACM TODS,1995
4539,0,belief reasoning in mls deductive databases,hasan m. jamil,SIGMOD,1999,space optimization in deductive databases,"divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",ACM TODS,1995
4540,0,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",VLDB,1996,stream processing of xpath queries with predicates,"ashish kumar gupta , dan suciu",SIGMOD,2003
4541,0,reminiscences on influential papers,"per-åke larson , luis gravano , stefano ceri , leonid libkin , tova milo , kenneth a. ross",SIGMOD Rec.,2001,reminiscences on influential papers,kenneth a. ross,SIGMOD Rec.,2000
4542,0,constructing the next 100 database management systems,"andreas geppert , klaus r. dittrich",SIGMOD Rec.,1994,the structured information manager : a database system for sgml documents,ron sacks-davis,VLDB,1996
4543,0,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",SIGMOD,1999,flowback : providing backward recovery for workflow management systems,"bartek kiepuszewski , ralf muhlberger , maria e. orlowska",SIGMOD,1998
4544,0,efficiently supporting ad hoc queries in large datasets of time sequences,"h. v. jagadish , christos faloutsos , flip korn",SIGMOD,1997,xxl - a library approach to supporting efficient implementations of advanced database queries,"jochen van den bercken , bj &#246; rn blohsfeld , jens-peter dittrich , j &#252; rgen kr &#228; mer , tobias sch &#228; fer , martin schneider , bernhard seeger",VLDB,2001
4545,0,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",SIGMOD,1997,semantic interoperability in global information systems,"a. m. ouksel , a. sheth",SIGMOD Rec.,1999
4546,0,reordering query execution in tertiary memory databases,"michael stonebraker , sunita sarawagi",VLDB,1996,semantic assumptions and query evaluation in temporal databases,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",SIGMOD,1995
4547,0,on the discovery of interesting patterns in association rules,"sridhar ramaswamy , sameer mahajan , abraham silberschatz",VLDB,1998,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",VLDB,1995
4548,1,computing capabilities of mediators,"chen li , ramana yerneni , jeffrey d. ullman , hector garcia-molina",SIGMOD,1999,computing capabilities of mediators,"ramana yerneni , chen li , hector garcia-molina , jeffrey ullman",SIGMOD,1999
4549,0,is gui programming a database research problem ?,"ravi krishnamurthy , charles hoch , nita goyal , michael suckow , brian meckler",SIGMOD,1996,is web-site management a database problem ?,"daniela florescu , alon y. levy , dan suciu",VLDB,1998
4550,0,multiview access protocols for large-scale replication,"weimin du , xiangning liu , abdelsalam helal",ACM TODS,1998,update propagation protocols for replicated databates,"yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz",SIGMOD,1999
4551,0,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",VLDBJ,1994,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996
4552,0,the role of integrity constraints in database interoperation,"peter m. g. apers , mark w. w. vermeer",VLDB,1996,integrating triggers and declarative constraints in sql database sytems,"roberta cochrane , hamid pirahesh , nelson mendon &#231; a mattos",VLDB,1996
4553,1,unisql/x unified relational and object-oriented database system,won kim,SIGMOD,1994,unisql/x unified relational and object-oriented database system,won kim,SIGMOD,1994
4554,0,maintaining database consistency in presence of value dependencies in multidatabase systems,"michèle cart , claire morpain , jean-françois pons , jean ferrié",SIGMOD,1996,ensuring consistency in multidatabases by preserving two-level serializability,"sharad mehrotra , rajeev rastogi , henry f. korth , abraham silberschatz",ACM TODS,1998
4555,0,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",VLDBJ,1997,parallel database systems in the 1990 's,michael j. carey,SIGMOD,1994
4556,0,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",VLDB,2000,efficient materialization and use of views in data warehouses,"m &#225; rcio farias de souza , marcus costa sampaio",SIGMOD Rec.,1999
4557,0,using the calanda time series management system,"werner dreyer , angelika kotz dittrich , duri schmidt",SIGMOD,1995,the wasa2 object-oriented workflow management system,"gottfried vossen , mathias weske",SIGMOD,1999
4558,0,approximate join processing over data streams,"johannes gehrke , abhinandan das , mirek riedewald",SIGMOD,2003,processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",SIGMOD,2002
4559,0,metadata for multimedia documents,"thomas c. rakow , klemens böhm",SIGMOD Rec.,1994,mpeg-7 and multimedia database systems,harald kosch,SIGMOD Rec.,2002
4560,1,querying a multilevel database : a logical analysis,frédéric cuppens,VLDB,1996,querying a multilevel database : a logical analysis,fr &#233; d &#233; ric cuppens,VLDB,1996
4561,0,optimizing multiple dimensional queries simultaneously in multidimensional databases,"jeffrey xu yu , weifa liang , maria e. orlowska",VLDBJ,2000,optimizing multi-feature queries for image databases,"ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling",VLDB,2000
4562,0,building knowledge base management systems,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",VLDBJ,1996,database management systems and the internet,susan malaika,VLDB,1996
4563,0,a language for manipulating arrays,"arunprasad p. marathe , kenneth salem",VLDB,1997,a hypertext query language for images,li yang,SIGMOD Rec.,1994
4564,0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",SIGMOD Rec.,1998,description logics for semantic query optimization in object-oriented database systems,"domenico beneventano , sonia bergamaschi , claudio sartori",ACM TODS,2003
4565,0,design and implementation of a genetic-based algorithm for data mining,sunil choenni,VLDB,2000,the implementation and performance of compressed databases,"till westmann , donald kossmann , sven helmer , guido moerkotte",SIGMOD Rec.,2000
4566,0,the design and implementation of a sequence database system,"raghu ramakrishnan , miron livny , praveen seshadri",VLDB,1996,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",SIGMOD,1994
4567,0,the power of languages for the manipulation of complex values,"serge abiteboul , catriel beeri",VLDBJ,1995,a language for manipulating arrays,"arunprasad p. marathe , kenneth salem",VLDB,1997
4568,0,concurrency in the data warehouse,richard taylor,VLDB,2000,expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",VLDB,1998
4569,0,on database theory and xml,dan suciu,SIGMOD Rec.,2001,on views and xml,serge abiteboul,SIGMOD Rec.,1999
4570,0,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",SIGMOD,2000,sentinel : an object-oriented dbms with event-based rules,s. chakravarthy,SIGMOD,1997
4571,0,metadata in video databases,"ramesh jain , arun hampapur",SIGMOD Rec.,1994,data compression support in databases,"balakrishna r. iyer , david wilhite",VLDB,1994
4572,0,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi , chin-wan chung",SIGMOD,2002,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"alberto belussi , christos faloutsos",VLDB,1995
4573,0,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",SIGMOD Rec.,1999,constraints for semistructured data and xml,"peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein",SIGMOD Rec.,2001
4574,0,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",VLDB,1995,report on first international workshop on real-time database systems,"azer bestavros , kwei-jay lin , sang son",SIGMOD Rec.,1996
4575,0,watermarking relational databases,"rakesh agrawal , jerry kiernan",VLDB,2002,integrating reliable memory in databases,"wee teck ng , peter m. chen",VLDBJ,1998
4576,0,revisiting commit processing in distributed database systems,"krithi ramamritham , jayant r. haritsa , ramesh gupta",SIGMOD,1997,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos",SIGMOD,2000
4577,0,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",SIGMOD Rec.,1997,florida international university high performance database research center,"naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov",SIGMOD Rec.,1995
4578,0,fast algorithms for universal quantification in large databases,"goetz graefe , richard l. cole",ACM TODS,1995,sampling large databases for association rules,hannu toivonen,VLDB,1996
4579,1,formal semantics and analysis of object queries,gavin m. bierman,SIGMOD,2003,formal semantics and analysis of object queries,g. m. bierman,SIGMOD,2003
4580,0,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , balakrishna r. iyer , piyush goel",SIGMOD,1995,stream processing of xpath queries with predicates,"ashish kumar gupta , dan suciu",SIGMOD,2003
4581,0,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",SIGMOD,1996,query rewriting for semistructured data,"yannis papakonstantinou , vasilis vassalos",SIGMOD,1999
4582,0,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996,data grid management systems,"arun jagatheesan , arcot rajasekar",SIGMOD,2003
4583,0,database systems management and oracle8,c. gregory doherty,SIGMOD,1998,dwms : data warehouse management system,narendra mohan,VLDB,1996
4584,0,foreword : management of semistructured data,dan suciu,SIGMOD Rec.,1997,constraints for semistructured data and xml,"peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein",SIGMOD Rec.,2001
4585,0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",SIGMOD Rec.,1998,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",ACM TODS,2002
4586,1,data warehousing and olap for decision support ( tutorial ),"surajit chaudhuri , umeshwar dayal",SIGMOD,1997,data warehousing and olap for decision support,"surajit chaudhuri , umeshwar dayal",SIGMOD,1997
4587,0,the araneus web-base management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",SIGMOD,1998,strudel : a web site management system,"mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",SIGMOD,1997
4588,0,merge replication in microsoft 's sql server 7.0,brad hammond,SIGMOD,1999,sybase replication server,"alex gorelik , yongdong wang , mark deppe",SIGMOD,1994
4589,0,"object-oriented , rapid application development in a pc database environment",fox development team,SIGMOD,1995,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",ACM TODS,2002
4590,0,combi-operator : database support for data mining applications,"wolfgang lehner , alexander hinneburg , dirk habich",VLDB,2003,moving up the food chain : supporting e-commerce applications on databases,anant jhingran,SIGMOD Rec.,2000
4591,0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",SIGMOD,1995,unisql/x unified relational and object-oriented database system,won kim,SIGMOD,1994
4592,1,implementing xquery,paul cotton,SIGMOD,2002,implementing xquery,paul cotton,SIGMOD,2002
4593,0,converting relational to object-oriented databases,joseph fong,SIGMOD Rec.,1997,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",VLDB,1995
4594,1,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,SIGMOD Rec.,2001,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,SIGMOD Rec.,2001
4595,0,the aqua approximate query answering system,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",SIGMOD,1999,congressional samples for approximate answering of group-by queries,"swarup acharya , phillip b. gibbons , viswanath poosala",SIGMOD,2000
4596,0,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",VLDB,2003,multi-step processing of spatial joins,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",SIGMOD,1994
4597,1,computing complete answers to queries in the presence of limited access patterns,chen li,VLDBJ,2003,computing complete answers to queries in the presence of limited access patterns,chen li,VLDBJ,2003
4598,0,using unknowns to prevent discovery of association rules,"chris clifton , yücel saygin , vassilios s. verykios",SIGMOD Rec.,2001,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",VLDB,1995
4599,0,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",SIGMOD,2001,join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",SIGMOD,1999
4600,0,revisiting commit processing in distributed database systems,"krithi ramamritham , jayant r. haritsa , ramesh gupta",SIGMOD,1997,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",SIGMOD,2001
4601,0,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",SIGMOD,1995,coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",VLDB,1996
4602,0,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",ACM TODS,1997,learning response time for websources using query feedback and application in query optimization,"jean-robert gruser , louiqa raschid , vladimir zadorozhny , tao zhan",VLDBJ,2000
4603,0,grid and applications ( industrial session ),frank leymann,VLDB,2003,ldap directory services - just another database application ? ( tutorial session ),"shridhar shukla , anand deshpande",SIGMOD,2000
4604,0,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",VLDB,1997,"semi-automatic , self-adaptive control of garbage collection rates in object databases","jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",SIGMOD,1996
4605,0,garbage collection in object-oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri",VLDBJ,1998,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",ACM TODS,2002
4606,0,databases for gis,"claudia bauzer medeiros , fatima pires",SIGMOD Rec.,1994,database principles,leonid libkin,SIGMOD Rec.,2002
4607,0,vxmlr : a visual xml-relational database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",VLDB,2001,sap r/3 ( tutorial ) : a database application system,"alfons kemper , donald kossmann , florian matthes",SIGMOD,1998
4608,0,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",SIGMOD,1997,indexing large metric spaces for similarity search queries,"tolga bozkaya , meral ozsoyoglu",ACM TODS,1999
4609,0,multi-dimensional selectivity estimation using compressed histogram information,"deok-hwan kim , ju-hong lee , chin-wan chung",SIGMOD,1999,selectivity estimation using probabilistic models,"lise getoor , benjamin taskar , daphne koller",SIGMOD,2001
4610,0,evolution and change in data management - issues and directions,"kathleen hornsby , heidi gregersen , lex wedemeijer , tomi männistö , john f. roddick , florida estrella , federica mandreoli , marlon dumas , lina al-jadir , enric mayol , leopoldo e. bertossi , jens lufter",SIGMOD Rec.,2000,versioning and configuration management in an object-oriented data model,edward sciore,VLDBJ,1994
4611,0,iterative dynamic programming : a new class of query optimization algorithms,"donald kossmann , konrad stocker",ACM TODS,2000,design and analysis of parametric query optimization algorithms,sumit ganguly,VLDB,1998
4612,1,managing a db2 parallel edition database,gilles fecteau,VLDB,1995,managing a db2 parallel edition database,gilles fecteau,VLDB,1995
4613,1,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta",VLDB,1998,datablitz : a high performance main-memory storage manager,"jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan",VLDB,1998
4614,0,reverse nearest neighbor aggregates over data streams,"flip korn , s. muthukrishnan , divesh srivastava",VLDB,2002,processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",SIGMOD,2002
4615,0,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",ACM TODS,1994,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",SIGMOD Rec.,1998
4616,0,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",VLDB,2002,declarative updates of relational databases,weidong chen,ACM TODS,1995
4617,0,join index hierarchies for supporting efficient navigations in object-oriented databases,"jiawei han , zhaohui xie",VLDB,1994,versant replication : supporting fault-tolerant object databases,"yuh-ming shyy , h. stephen au-yeung , c. p. chou",SIGMOD,1995
4618,0,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",VLDB,1999,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",VLDB,1997
4619,0,temporal queries in olap,"alberto o. mendelzon , alejandro a. vaisman",VLDB,2000,time-parameterized queries in spatio-temporal databases,"yufei tao , dimitris papadias",SIGMOD,2002
4620,0,query unnesting in object-oriented databases,leonidas fegaras,SIGMOD,1998,investigating xquery for querying across database object types,nancy wiegand,SIGMOD Rec.,2002
