id,label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
7153,1,1424,informix online xps,robert h. gerber,sigmod conference,1995,1540,informix online xps,bob gerber,international conference on management of data,1995
7154,0,1934,the zero-delay data warehouse : mobilizing heterogeneous databases,eva kühn,vldb,2003,1423,declustering databases on heterogeneous disk systems,"ling tony chen , doron rotem , sidhar seshadri",very large data bases,1995
7155,0,2318,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,863,semantic access : semantic interface for querying databases,"naphtali rishe , jun yuan , rukshan athauda , shu-ching chen , xiaoling lu , xiaobin ma , alexander vaschillo , artyom shaposhnikov , dmitry vasilevsky",very large data bases,2000
7156,0,1587,data replication for mobile computers,"a. prasad sistla , ouri wolfson , yixiu huang",sigmod conference,1994,2248,are quorums an alternative for data replication ?,"ricardo jim &#233; nez-peris , m. pati &#241; o-mart &#237; nez , gustavo alonso , bettina kemme",acm transactions on database systems ( tods ),2003
7157,1,832,a sequential pattern query language for supporting instant data mining for e-services,"reza sadri , amir m. zarkesh , jafar adibi , carlo zaniolo",vldb,2001,1412,a sequential pattern query language for supporting instant data mining for e-services,"reza sadri , carlo zaniolo , amir m. zarkesh , jafar adibi",very large data bases,2001
7158,0,1998,eager aggregation and lazy aggregation,"weipeng p. yan , per-åke larson",vldb,1995,757,software as a service : asp and asp aggregation,christoph bussler,international conference on management of data,2002
7159,1,1846,"panel : future directions of database research - the vldb broadening strategy , part 2",michael l. brodie,vldb,2000,862,"panel : future directions of database research - the vldb broadening strategy , part 2",michael l. brodie,very large data bases,2000
7160,0,78,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994,2249,an empirical performance study of the ingres search accelerator for a large property management database system,"sarabjot s. anand , david a. bell , john g. hughes",very large data bases,1994
7161,1,240,the database group at university of hagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995,1583,the database group at university of hagen,"gunter schlageter , thomas berkel , eberhard heuel , silke mittrach , andreas scherer , wolfgang wilkes",acm sigmod record,1995
7162,0,1061,data management for pervasive computing,"mitch cherniack , stanley b. zdonik , michael j. franklin",vldb,2001,1918,data management for earth system science,"james frew , jeff dozier",acm sigmod record,1997
7163,0,1644,the implementation and performance of compressed databases,"till westmann , sven helmer , guido moerkotte , donald kossmann",sigmod record,2000,1052,the design and implementation of a sequence database system,"praveen seshadri , miron livny , raghu ramakrishnan",very large data bases,1996
7164,0,1552,on the computation of relational view complements,"gottfried vossen , jens lechtenbörger",acm trans . database syst .,2003,1581,incremental computation of nested relational query expressions,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),1995
7165,0,2470,editorial,richard t. snodgrass,acm trans . database syst .,2001,2101,guest editorial,"amr el abbadi , gunter schlageter , kyu-young whang",the vldb journal -- the international journal on very large data bases,2001
7166,0,1481,database management systems and the internet,susan malaika,vldb,1996,1051,dwms : data warehouse management system,narendra mohan,very large data bases,1996
7167,0,1788,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",vldb,2003,1046,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996
7168,0,78,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994,488,the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,2000
7169,1,812,dynamic buffer allocation in video-on-demand systems,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee",sigmod conference,2001,318,dynamic buffer allocation in video-on-demand systems,"sang-ho lee , kyu-young whang , yang-sae moon , il-yeol song",international conference on management of data,2001
7170,0,1950,on the computation of multidimensional aggregates,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",vldb,1996,202,approximate computation of multidimensional aggregates of sparse data using wavelets,"jeffrey scott vitter , min wang",international conference on management of data,1999
7171,0,1118,index nesting - an efficient approach to indexing in object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan",vldb j.,1996,1419,naos - efficient and modular reactive capabilities in an object-oriented database system,"christine collet , thierry coupaye , t. svensen",very large data bases,1994
7172,0,1985,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,346,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",acm transactions on database systems ( tods ),2002
7173,0,542,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,1016,bulk-loading techniques for object databases and an application to relational data,"sihem amer-yahia , sophie cluet , claude delobel",very large data bases,1998
7174,0,2302,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",acm trans . database syst .,2002,1912,extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",acm sigmod record,1997
7175,1,1477,on the discovery of interesting patterns in association rules,"sridhar ramaswamy , sameer mahajan , abraham silberschatz",vldb,1998,984,on the discovery of interesting patterns in association rules,"sridhar ramaswamy , sameer mahajan , abraham silberschatz",very large data bases,1998
7176,0,1690,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,1674,genesys : a system for efficient spatial query processing,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",international conference on management of data,1994
7177,0,797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002,1692,metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994
7178,0,229,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994,1872,the active database management system manifesto : a rulebase of adbms features,corporate act-net consortium,acm sigmod record,1996
7179,0,1798,incremental computation and maintenance of temporal aggregates,"jun yang , jennifer widom",vldb j.,2003,1581,incremental computation of nested relational query expressions,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),1995
7180,0,946,information integration and xml in ibm 's db2,patricia g. selinger,vldb,2002,865,a case-based approach to information integration,"maurizio panti , luca spalazzi , alberto giretti",very large data bases,2000
7181,0,1466,document management as a database problem,rudolf bayer,vldb,1995,1675,open object database management systems,jos &#233; a. blakeley,international conference on management of data,1994
7182,0,430,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","georgios evangelidis , betty salzberg , david b. lomet",vldb,1995,1174,"the hb $ ^ \ \ pi $ - tree : a multi-attribute index supporting concurrency , recovery and node consolidation","georgios evangelidis , david lomet , betty salzberg",the vldb journal -- the international journal on very large data bases,1997
7183,0,2210,generalized search trees for database systems,"jeffrey f. naughton , avi pfeffer , joseph m. hellerstein",vldb,1995,1681,research issues in databases for arcs : active rapidly changing data systems,anindya datta,acm sigmod record,1994
7184,0,285,information director 's message,alberto o. mendelzon,sigmod record,1998,2138,information rules,dale a. stirling,acm sigmod record,2003
7185,0,1542,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,1205,index nesting - an efficient approach to indexing in object-oriented databases,"beng chin ooi , jiawei han , hongjun lu , kian lee tan",the vldb journal -- the international journal on very large data bases,1996
7186,0,1530,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",sigmod conference,2001,1794,new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",international conference on management of data,1998
7187,0,1007,"panel : future directions of database research - the vldb broadening strategy , part 1",hans-jörg schek,vldb,2000,1434,scientific databases - state of the art and future directions,"maria zemankova , yannis e. ioannidis",very large data bases,1994
7188,0,274,report on the 17th brazilian symposium on database systems ( sbbd 2002 ),"nina edelweiss , ana carolina salgado",sigmod record,2003,655,report on the 18th british national conference on databases ( bncod ),"carole goble , brian read",acm sigmod record,2002
7189,0,545,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",vldb j.,1997,1472,managing intra-operator parallelism in parallel database systems,"manish mehta , david j. dewitt",very large data bases,1995
7190,0,2085,a scalable and highly available networked database architecture,"angelo pruscino , rafiul ahad , roger bamford",vldb,1999,1333,online scaling in a highly available database,"svein erik bratsberg , rune humborstad",very large data bases,2001
7191,0,987,open object database management systems,josé a. blakeley,sigmod conference,1994,4,the ccube constraint object-oriented database system,"alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo",international conference on management of data,1999
7192,0,1397,guest editorial : databases and the web,"alberto o. mendelzon , paolo atzeni",vldb j.,2000,1189,guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001
7193,0,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003
7194,0,2048,modeling high-dimensional index structures using sampling,"christian a. lang , ambuj k. singh",sigmod conference,2001,585,the tv-tree : an index structure for high-dimensional data,"king ip lin , h. v. jagadish , christos faloutsos",the vldb journal -- the international journal on very large data bases,1994
7195,0,420,dwms : data warehouse management system,narendra mohan,vldb,1996,0,the wasa2 object-oriented workflow management system,"gottfried vossen , mathias weske",international conference on management of data,1999
7196,0,1279,on the costs of multilingualism in database systems,"a. kumaran , jayant r. haritsa",vldb,2003,1114,promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995
7197,1,1738,vxmlr : a visual xml-relational database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",vldb,2001,1318,vxmlr : a visual xml-relational database system,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",very large data bases,2001
7198,1,1675,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"alfons kemper , ehud gudes , natalija krivokapic",vldb j.,1999,1261,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"natalija krivokapi &#263; , alfons kemper , ehud gudes",the vldb journal -- the international journal on very large data bases,1999
7199,0,2354,hd-eye : visual clustering of high dimensional data,"daniel a. keim , markus wawryniuk , alexander hinneburg",sigmod conference,2002,765,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"elke a. rundensteiner , matthew o. ward , jing yang , punit r. doshi",international conference on management of data,2002
7200,0,1102,relaxed transaction processing,"darrell woelk , munindar p. singh , christine tomlinson",sigmod conference,1994,658,databases and transaction processing : an application-oriented approach,"philip m. lewis , arthur bernstein , michael kifer",acm sigmod record,2002
7201,0,1649,xmill : an efficient compressor for xml data,"hartmut liefke , dan suciu",sigmod conference,2000,2086,xpress : a queriable compression for xml data,"jun-ki min , myung-jae park , chin-wan chung",international conference on management of data,2003
7202,0,857,aggregate maintenance for data warehousing in informix red brick vista,"latha s. colby , gopal mulagund , richard l. cole , craig j. bunker , william j. mckenna , david wilhite",vldb,2001,1825,efficient view maintenance at data warehouses,"d. agrawal , a. el abbadi , a. singh , t. yurek",international conference on management of data,1997
7203,0,2209,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",sigmod conference,1997,1771,mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998
7204,0,1019,the software information base : a server for reuse,"panos constantopoulos , yannis vassiliou , matthias jarke , john mylopoulos",vldb j.,1995,1123,the structured information manager : a database system for sgml documents,ron sacks-davis,very large data bases,1996
7205,0,30,database patchwork on the internet,"reinhard braumandl , alfons kemper , donald kossmann",sigmod conference,1999,1005,determining text databases to search in the internet,"weiyi meng , king-lup liu , clement t. yu , xiaodong wang , yuhsi chang , naphtali rishe",very large data bases,1998
7206,0,847,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2002,1074,efficient user-adaptable similarity search in large multimedia databases,"thomas seidl , hans-peter kriegel",very large data bases,1997
7207,0,289,constructing the next 100 database management systems,"andreas geppert , klaus r. dittrich",sigmod record,1994,2010,aurora : a data stream management system,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",international conference on management of data,2003
7208,0,1870,using the calanda time series management system,"werner dreyer , angelika kotz dittrich , duri schmidt",sigmod conference,1995,1667,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",international conference on management of data,1994
7209,0,688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997,1194,building knowledge base management systems,"john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou",the vldb journal -- the international journal on very large data bases,1996
7210,0,1516,archiving scientific data,"sanjeev khanna , peter buneman , wang chiew tan , keishi tajima",sigmod conference,2002,91,"a distributed scientific data archive using the web , xml and sql/med","mark papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole",acm sigmod record,1999
7211,1,380,koda - the architecture and interface of a data model independent kernel,"gopalan arun , ashok joshi",vldb,1998,1070,koda - the architecture and interface of a data model independent kernel,"gopalan arun , ashok joshi",very large data bases,1998
7212,0,1939,object database evolution using separation of concerns,"peter sawyer , awais rashid",sigmod record,2000,1119,schema and database evolution in the o2 object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari , guy ferran , jo &#235; lle madec",very large data bases,1995
7213,0,1964,the samos active dbms prototype,"klaus r. dittrich , stella gatziu , andreas geppert",sigmod conference,1995,97,the oasis multidatabase prototype,"mark roantree , john murphy , wilhelm hasselbring",acm sigmod record,1999
7214,0,1160,reminiscences on influential papers,"z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens",sigmod record,1998,649,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2002
7215,0,1531,optimizing the secure evaluation of twig queries,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",vldb,2002,1587,parallel evaluation of multi-join queries,"annita n. wilschut , jan flokstra , peter m. g. apers",international conference on management of data,1995
7216,0,1705,guest editor 's introduction,asuman dogac,sigmod record,1998,1216,guest editorial,"paolo atzeni , alberto o. mendelzon",the vldb journal -- the international journal on very large data bases,2000
7217,1,2390,fast incremental indexing for full-text information retrieval,"w. bruce croft , james p. callan , eric w. brown",vldb,1994,2273,fast incremental indexing for full-text information retrieval,"eric w. brown , james p. callan , w. bruce croft",very large data bases,1994
7218,1,1376,a framework for information visualisation,"peter j. barclay , kenneth j. mitchell , jessie b. kennedy",sigmod record,1996,1901,a framework for information visualisation,"jessie b. kennedy , kenneth j. mitchell , peter j. barclay",acm sigmod record,1996
7219,0,351,architectures for internal web services deployment,oded shmueli,vldb,2001,611,a conceptual architecture for semantic web enabled web services,"christoph bussler , dieter fensel , alexander maedche",acm sigmod record,2002
7220,1,1331,tsql2 language specification,"wolfgang käfer , curtis e. dyreson , arie segev , krishna g. kulkarni , michael d. soo , don s. batory , ramez elmasri , nikos a. lorentzos , nick kline , john f. roddick , gad ariav , james clifford , richard t. snodgrass , suryanarayana m. sripada , t. y. cliff leung , fabio grandi , ilsoo ahn , christian s. jensen",sigmod record,1994,1700,tsql2 language specification,"richard thomas snodgrass , ilsoo ahn , gadi ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",acm sigmod record,1994
7221,0,92,work and information practices in the sciences of biodiversity,geoffrey c. bowker,vldb,2000,859,research directions in biodiversity informatics,john l. schnase,very large data bases,2000
7222,0,2270,visdb : a system for visualizing large databases,"hans-peter kriegel , daniel a. keim",sigmod conference,1995,1088,sampling large databases for association rules,hannu toivonen,very large data bases,1996
7223,0,1494,"semantic web workshop : models , architectures and management","vassilis christophides , dimitris plexousakis , panos constantopoulos",sigmod record,2001,2268,aurora : a new model and architecture for data stream management,"daniel j. abadi , don carney , ugur &#199; etintemel , mitch cherniack , christian convey , sangdon lee , michael stonebraker , nesime tatbul , stan zdonik",the vldb journal -- the international journal on very large data bases,2003
7224,1,2016,what happens during a join ? dissecting cpu and memory optimization effects,"stefan manegold , martin l. kersten , peter a. boncz",vldb,2000,1380,what happens during a join ? dissecting cpu and memory optimization effects,"stefan manegold , peter a. boncz , martin l. kersten",very large data bases,2000
7225,0,1177,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001,1308,visual web information extraction with lixto,"robert baumgartner , sergio flesca , georg gottlob",very large data bases,2001
7226,0,2224,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,1675,open object database management systems,jos &#233; a. blakeley,international conference on management of data,1994
7227,0,317,garbage collection in object-oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri",vldb j.,1998,591,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994
7228,0,2244,guest editor 's introduction,karl aberer,sigmod record,2003,1239,guest editorial,alon y. halevy,the vldb journal -- the international journal on very large data bases,2002
7229,0,1119,an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,1560,an aspect of query optimization in multidatabase systems,"chiang lee , chia-jung chen , hongjun lu",acm sigmod record,1995
7230,0,87,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vldb,2000,693,a scalable hash ripple join algorithm,"gang luo , curt j. ellmann , peter j. haas , jeffrey f. naughton",international conference on management of data,2002
7231,0,1089,optimization of queries with user-defined predicates,"kyuseok shim , surajit chaudhuri",acm trans . database syst .,1999,256,minimization of tree pattern queries,"sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava",international conference on management of data,2001
7232,0,476,sideway value algebra for object-relational databases,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",vldb,2002,894,managing intervals efficiently in object-relational databases,"hans-peter kriegel , marco p &#246; tke , thomas seidl",very large data bases,2000
7233,1,1138,proximity search in databases,"narayanan shivakumar , hector garcia-molina , roy goldman , suresh venkatasubramanian",vldb,1998,780,proximity search in databases,"roy goldman , narayanan shivakumar , suresh venkatasubramanian , hector garcia-molina",very large data bases,1998
7234,0,895,join synopses for approximate query answering,"swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy",sigmod conference,1999,783,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",very large data bases,1999
7235,0,701,aggregation algorithms for very large compressed data warehouses,"jaideep srivastava , jianzhong li , doron rotem",vldb,1999,989,issues in developing very large data warehouses,"lyman do , pamela drew , wei jin , vish jumani , david van rossum",very large data bases,1998
7236,0,2094,query evaluation in deductive databases with alternating fixpoint semantics,weidong chen,acm trans . database syst .,1995,1512,semantic assumptions and query evaluation in temporal databases,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",international conference on management of data,1995
7237,0,957,guest editorial,"kyu-young whang , gunter schlageter , amr el abbadi",vldb j.,2001,343,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001
7238,0,2181,standards in practice,"jim melton , andrew eisenberg",sigmod record,1998,896,standards,jim melton,acm sigmod record,2002
7239,0,1546,grid data management systems & services,"reagan moore , arun jagatheesan , paul watson , norman w. paton",vldb,2003,1758,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997
7240,0,877,nsf workshop on industrial/academic cooperation in database systems,"leonard j. seligman , michael j. carey",sigmod record,1999,1577,acm multimedia '94 conference workshop on multimedia database management systems,"bruce berra , kingsley nwosu , bhavani thuraisingham",acm sigmod record,1995
7241,1,583,mining needle in a haystack : classifying rare classes via two-phase rule induction,"ramesh c. agarwal , mahesh v. joshi",sigmod conference,2001,288,mining needle in a haystack : classifying rare classes via two-phase rule induction,"mahesh v. joshi , ramesh c. agarwal , vipin kumar",international conference on management of data,2001
7242,0,2232,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,1998,346,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",acm transactions on database systems ( tods ),2002
7243,0,889,tail recursion elimination in deductive databases,kenneth a. ross,acm trans . database syst .,1996,576,the aditi deductive database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",the vldb journal -- the international journal on very large data bases,1994
7244,0,1445,xmas : an extensible main-memory storage system for high-performance applications,"ki hong kim , yong sik kwon , sang kyun cha , jang ho park , byoung dae park , sangho lee",sigmod conference,1998,884,"high-performance and scalability through application tier,in-memory data management",0,very large data bases,2000
7245,0,2595,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens",vldb,1997,1280,mining multi-dimensional constrained gradients in data cubes,"guozhu dong , jiawei han , joyce m. w. lam , jian pei , ke wang",very large data bases,2001
7246,0,925,improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",sigmod record,1996,373,"integrating temporal , real-time , an active databases","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong",acm sigmod record,1996
7247,0,2422,efficient view maintenance at data warehouses,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh",sigmod conference,1997,361,dyda : data warehouse maintenance in fully concurrent environments,"jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner",international conference on management of data,2001
7248,0,2469,an efficient and resilient approach to filtering and disseminating streaming data,"krithi ramamritham , shyamshankar dharmarajan , shetal shah",vldb,2003,1205,index nesting - an efficient approach to indexing in object-oriented databases,"beng chin ooi , jiawei han , hongjun lu , kian lee tan",the vldb journal -- the international journal on very large data bases,1996
7249,0,2608,adam : a testbed for exploring the use of data mining in intrusion detection,"daniel barbará , sushil jajodia , ningning wu , julia couto",sigmod record,2001,553,special issue on data mining for intrusion detection and threat analysis,daniel barbar &#225;,acm sigmod record,2001
7250,1,2576,a database interface for file updates,"tova milo , serge abiteboul , sophie cluet",sigmod conference,1995,1500,a database interface for file update,"serge abiteboul , sophie cluet , tova milo",international conference on management of data,1995
7251,1,1587,data replication for mobile computers,"a. prasad sistla , ouri wolfson , yixiu huang",sigmod conference,1994,1738,data replication for mobile computers,"yixiu huang , prasad sistla , ouri wolfson",international conference on management of data,1994
7252,1,1171,c2p : clustering based on closest pairs,"yannis theodoridis , alexandros nanopoulos , yannis manolopoulos",vldb,2001,1344,c2p : clustering based on closest pairs,"alexandros nanopoulos , yannis theodoridis , yannis manolopoulos",very large data bases,2001
7253,0,57,research in information managment at dublin city university,"alan f. smeaton , mark roantree",sigmod record,2002,1746,information systems research at george mason university,"sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang",acm sigmod record,1997
7254,0,737,declustering databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling tony chen",vldb,1995,2255,the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",very large data bases,1994
7255,0,1540,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001,1961,birch : an efficient data clustering method for very large databases,"tian zhang , raghu ramakrishnan , miron livny",international conference on management of data,1996
7256,0,2148,reminiscences on influential papers,"gerhard weikum , alon y. levy , divesh srivastava , eric simon , patrick e. o'neil , victor vianu , kenneth a. ross , christos faloutsos",sigmod record,2000,226,reminiscences on influential papers,richard snodgrass,acm sigmod record,1998
7257,0,1172,object query standards,andrew e. wade,sigmod record,1996,2069,standards,andrew eisenberg,acm sigmod record,2003
7258,0,287,converting relational to object-oriented databases,joseph fong,sigmod record,1997,1106,processing object-oriented queries with invertible late bound functions,"staffan flodin , tore risch",very large data bases,1995
7259,1,1957,cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"sangyong hwang , kihong kim , sang kyun cha , keunjoo kwon",vldb,2001,2189,cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"sang k. cha , sangyong hwang , kihong kim , keunjoo kwon",very large data bases,2001
7260,0,423,retina : a real-time traffic navigation system,"edward chan , tei-wei kuo , s. w. ng , dick hung , kam-yiu lam",sigmod conference,2001,272,review : a real-time virtual walkthrough system,"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan",international conference on management of data,2001
7261,0,542,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,1571,fast algorithms for universal quantification in large databases,"goetz graefe , richard l. cole",acm transactions on database systems ( tods ),1995
7262,0,82,explaining differences in multidimensional aggregates,sunita sarawagi,vldb,1999,221,efficient concurrency control in multidimensional access methods,"kaushik chakrabarti , sharad mehrotra",international conference on management of data,1999
7263,0,1897,semantic b2b integration,christoph bussler,sigmod conference,2001,2227,semantic integration in heterogeneous databases using neural networks,"wen-syan li , chris clifton",very large data bases,1994
7264,1,1396,an approach for building secure database federations,"klaus r. dittrich , dirk jonscher",vldb,1994,2287,an approach for building secure database federations,"dirk jonscher , klaus r. dittrich",very large data bases,1994
7265,1,1098,storing and querying ordered xml using a relational database system,"kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita",sigmod conference,2002,689,storing and querying ordered xml using a relational database system,"igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang",international conference on management of data,2002
7266,0,94,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995,576,the aditi deductive database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",the vldb journal -- the international journal on very large data bases,1994
7267,1,1630,sensor : the atomic computing particle,vijay kumar,sigmod record,2003,2180,sensor : the atomic computing particle,vijay kumar,acm sigmod record,2003
7268,0,133,java and relational databases : sqlj ( tutorial ),"johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner",sigmod conference,1998,1630,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994
7269,1,822,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",vldb,1997,1085,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara",very large data bases,1997
7270,0,1901,geominer : a system prototype for spatial data mining,"jiawei han , nebojsa stefanovic , krzysztof koperski",sigmod conference,1997,2225,efficient and effective clustering methods for spatial data mining,"raymond t. ng , jiawei han",very large data bases,1994
7271,0,2224,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,171,database systems management and oracle8,c. gregory doherty,international conference on management of data,1998
7272,0,286,continuous queries over data streams,"jennifer widom , shivnath babu",sigmod record,2001,2078,approximate join processing over data streams,"abhinandan das , johannes gehrke , mirek riedewald",international conference on management of data,2003
7273,0,2369,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,1979,improved histograms for selectivity estimation of range predicates,"viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita",international conference on management of data,1996
7274,0,1850,efficient and effective clustering methods for spatial data mining,"raymond t. ng , jiawei han",vldb,1994,445,efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",international conference on management of data,2000
