id,title,authors,venue,year
592,open issues in parallel query optimization,"waqar hasan , patrick valduriez , daniela florescu",sigmod record,1996
1369,call for book reviews,karl aberer,sigmod record,2003
449,management of multidimensional discrete data,peter baumann,vldb j.,1994
2430,challenges for global information systems,"alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova",vldb,1994
1415,the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",vldb,1994
2185,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee , tok wang ling",vldb,1996
2182,dalí : a high performance main memory storage manager,"s. sudarshan , h. v. jagadish , rajeev rastogi , abraham silberschatz , daniel f. lieuwen",vldb,1994
347,dynamic memory adjustment for external mergesort,"weiye zhang , per-åke larson",vldb,1997
18,parametric query optimization,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",vldb j.,1997
628,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",vldb,2003
2540,join index hierarchies for supporting efficient navigations in object-oriented databases,"jiawei han , zhaohui xie",vldb,1994
2313,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998
1520,qbi : query by icons,"antonio massari , panos k. chrysanthis , lorenzo saladini , stefano pavani",sigmod conference,1995
2248,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",sigmod record,2003
277,will database researchers have any role in data security ? ( panel abstract ),arnon rosenthal,sigmod conference,2001
2290,florida international university high performance database research center,"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton",sigmod record,1995
69,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin",vldb,1995
1747,minicon : a scalable algorithm for answering queries using views,"rachel pottinger , alon y. halevy",vldb j.,2001
644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
1542,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997
1360,pesto : an integrated query/browser for object databases,"laura m. haas , michael j. carey , vivekananda maganty , john h. williams",vldb,1996
954,"high-performance and scalability through application tier,in-memory data management",?,vldb,2000
22,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997
542,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997
1304,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",vldb,1995
490,reminiscences on influential papers,"patrick valduriez , serge abiteboul , sophie cluet , kenneth a. ross , raghu ramakrishnan , guy m. lohman , david b. lomet , richard t. snodgrass , gultekin özsoyoglu , michael j. franklin , timos k. sellis",sigmod record,1999
2425,template-based wrappers in the tsimmis system,"joachim hammer , hector garcia-molina , svetlozar nestorov , ramana yerneni , markus m. breunig , vasilis vassalos",sigmod conference,1997
366,optimization of dynamic query evaluation plans,"goetz graefe , richard l. cole",sigmod conference,1994
1373,enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach,"hiroyuki kitagawa , satoshi takano , seiichi koizumi , atsuyuki morishima",vldb,2001
320,coloring away communication in parallel query optimization,"rajeev motwani , waqar hasan",vldb,1995
472,reminiscences on influential papers,"hector garcia-molina , patricia g. selinger , tomasz imielinski , david maier , jeffrey d. ullman , richard t. snodgrass",sigmod record,1998
688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997
1043,mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",sigmod conference,1996
1576,cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999
6,mining the world wide web : an information search approach - book review,aris m. ouksel,sigmod record,2002
1985,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996
306,paradise : a database system for gis applications,paradise team,sigmod conference,1995
2550,guest editorial,malcolm p. atkinson,vldb j.,2000
2346,adaptive index structures,"yufei tao , dimitris papadias",vldb,2002
387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002
907,reminiscences on influential papers,richard t. snodgrass,sigmod record,1999
2451,fast incremental maintenance of approximate histograms,"viswanath poosala , phillip b. gibbons , yossi matias",acm trans . database syst .,2002
2494,exact : an extensible approach to active object-oriented databases,"arturo jaime , oscar díaz",vldb j.,1997
2548,editor 's notes,jennifer widom,sigmod record,1996
143,adaptable query optimization and evaluation in temporal middleware,"christian s. jensen , richard t. snodgrass , giedrius slivinskas",sigmod conference,2001
2402,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003
2179,opt + + : an object-oriented implementation for extensible database query optimization,"david j. dewitt , navin kabra",vldb j.,1999
229,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994
1488,query execution techniques for caching expensive methods,"joseph m. hellerstein , jeffrey f. naughton",sigmod conference,1996
1128,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , robert h. sloan , yelena yesha , ouri wolfson",acm trans . database syst .,1998
1634,incremental maintenance of views with duplicates,"leonid libkin , timothy griffin",sigmod conference,1995
82,explaining differences in multidimensional aggregates,sunita sarawagi,vldb,1999
863,an efficient algorithm for mining association rules in large databases,"edward omiecinski , shamkant b. navathe , ashok savasere",vldb,1995
899,devise : integrated querying and visualization of large datasets,"miron livny , raghu ramakrishnan , donko donjerkovic , shilpa lawande , jussi myllymaki , guangshun chen , r. kent wenger , kevin s. beyer",sigmod conference,1997
2151,secure bufering in firm real-time database systems,"jayant r. haritsa , binto george",vldb j.,2000
1596,database techniques for the world-wide web : a survey,"daniela florescu , alberto o. mendelzon , alon y. levy",sigmod record,1998
1043,mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",sigmod conference,1996
2532,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",vldb,2000
2267,indexing large metric spaces for similarity search queries,"z. meral özsoyoglu , tolga bozkaya",acm trans . database syst .,1999
1823,operator scheduling in a data stream manager,"michael stonebraker , mitch cherniack , donald carney , stanley b. zdonik , alex rasin , ugur çetintemel",vldb,2003
1160,reminiscences on influential papers,"z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens",sigmod record,1998
1580,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",jia liang han,vldb j.,1998
919,view maintenance in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",sigmod conference,1995
1074,database technologies for electronic commerce,"yirong xu , ramakrishnan srikant , rakesh agrawal",vldb,2002
122,sql and management of external data,"jan-eike michels , jim melton , krishna g. kulkarni , peter m. schwarz , kathy zeidenstein , vanja josifovski",sigmod record,2001
674,query processing in tertiary memory databases,sunita sarawagi,vldb,1995
2315,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996
1235,agent-based semantic interoperability in infosleuth,"bruce bargmeyer , brad perry , jerry fowler , marian h. nodine",sigmod record,1999
1439,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999
931,petabyte databases,dirk düllmann,sigmod conference,1999
1318,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",sigmod conference,1997
797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
778,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",sigmod record,1997
1169,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",vldb j.,1996
205,exploiting constraint-like data characterizations in query optimization,"jarek gryz , calisto zuzarte , parke godfrey",sigmod conference,2001
988,materialized views selection in a multidimensional database,"ernest teniente , elena baralis , stefano paraboschi",vldb,1997
2123,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",sigmod conference,1999
797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
1233,efficient algorithms for processing xpath queries,"reinhard pichler , georg gottlob , christoph koch",vldb,2002
1530,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",sigmod conference,2001
36,efficient ir-style keyword search over relational databases,"yannis papakonstantinou , luis gravano , vagelis hristidis",vldb,2003
1152,protdb : probabilistic data in xml,"andrew nierman , h. v. jagadish",vldb,2002
1908,catalog management in websphere commerce suite,thomas maguire,sigmod conference,2001
1512,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan",vldb,2001
932,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",sigmod conference,1999
2179,opt + + : an object-oriented implementation for extensible database query optimization,"david j. dewitt , navin kabra",vldb j.,1999
2174,a critique of ansi sql isolation levels,"philip a. bernstein , patrick e. o'neil , hal berenson , elizabeth j. o'neil , jim melton , jim gray",sigmod conference,1995
1234,xsb as an efficient deductive database engine,"david scott warren , konstantinos f. sagonas , terrance swift",sigmod conference,1994
110,multiway spatial joins,"dimitris papadias , nikos mamoulis",acm trans . database syst .,2001
465,ibm 's db2 universal database demonstrations at vldb '98,"k. bernhard schiefer , karen brannon , guy m. lohman , gene fuh , jim kleewein",vldb,1998
1815,integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",vldb,1999
2183,odefs : a file system interface to an object-oriented database,"narain h. gehani , william d. roome , h. v. jagadish",vldb,1994
1248,update propagation protocols for replicated databases,"raghavan komondoor , abraham silberschatz , yuri breitbart , s. seshadri , rajeev rastogi",sigmod conference,1999
1821,caching technologies for web applications,c. mohan,vldb,2001
942,book review column,karl aberer,sigmod record,2002
879,efficient mining of xml query patterns for caching,"liang huai yang , mong-li lee , wynne hsu",vldb,2003
2497,unisql/x unified relational and object-oriented database system,won kim,sigmod conference,1994
793,the double life of the transaction abstraction : fundamental principle and evolving system concept,henry f. korth,vldb,1995
528,improving the efficiency of database-system teaching,jeffrey d. ullman,sigmod conference,2003
378,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003
472,reminiscences on influential papers,"hector garcia-molina , patricia g. selinger , tomasz imielinski , david maier , jeffrey d. ullman , richard t. snodgrass",sigmod record,1998
320,coloring away communication in parallel query optimization,"rajeev motwani , waqar hasan",vldb,1995
992,optimizing queries on files,"tova milo , mariano p. consens",sigmod conference,1994
349,data compression support in databases,"david wilhite , balakrishna r. iyer",vldb,1994
797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
766,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",vldb,1996
2497,unisql/x unified relational and object-oriented database system,won kim,sigmod conference,1994
1206,metadata in video databases,"ramesh jain , arun hampapur",sigmod record,1994
1147,networked data management design points,james r. hamilton,vldb,1999
2036,s3 : similarity search in cad database systems,"hans-peter kriegel , stefan berchtold",sigmod conference,1997
2523,integrating the ub-tree into a database system kernel,"robert fenk , rudolf bayer , volker markl , martin zirkel , frank ramsak , klaus elhardt",vldb,2000
2138,user-cognizant multidimensional analysis,sunita sarawagi,vldb j.,2001
153,including group-by in query optimization,"surajit chaudhuri , kyuseok shim",vldb,1994
817,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alon y. levy",sigmod conference,1999
2473,"research and practice in federated information systems , report of the efis ' 2000 international workshop","ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel",sigmod record,2000
103,parallel algorithms for high-dimensional similarity joins for data mining applications,"rakesh agrawal , john c. shafer",vldb,1997
18,parametric query optimization,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",vldb j.,1997
751,algebraic change propagation for semijoin and outerjoin queries,"timothy griffin , bharat kumar",sigmod record,1998
1159,searching and mining fine-grained semi-structured data,soumen chakrabarti,vldb,2002
2532,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",vldb,2000
405,information rules,dale a. stirling,sigmod record,2003
169,"semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",sigmod conference,1996
1560,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",vldb j.,2001
372,database research at the university of oklahoma,"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers",sigmod record,1999
361,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta",vldb,1998
1799,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996
381,the prototype of the dare system,"tiziana catarci , giuseppe santucci",sigmod conference,2001
169,"semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",sigmod conference,1996
508,anatomy of a native xml base management system,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer",vldb j.,2002
2595,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens",vldb,1997
2206,middle-tier database caching for e-business,"hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002
2224,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997
766,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",vldb,1996
515,using probabilistic information in data integration,"alon y. levy , daniela florescu , daphne koller",vldb,1997
209,guest editorial,"vijay atluri , anupam joshi , yelena yesha",vldb j.,2003
1249,cost models for overlapping and multiversion structures,"yufei tao , jun zhang , dimitris papadias",acm trans . database syst .,2002
1918,a practical and modular implementation of extended transaction models,"roger s. barga , calton pu",vldb,1995
1164,querying atsql databases with temporal logic,"jan chomicki , david toman , michael h. böhlen",acm trans . database syst .,2001
1080,"database research at the indian institute of technology , bombay","s. seshadri , nandlal l. sarda , d. b. phatak , s. sudarshan",sigmod record,1996
2402,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003
903,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",sigmod conference,2002
252,heterogeneous database query optimization in db2 universal datajoiner,"shivakumar venkataraman , tian zhang",vldb,1998
688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997
517,coarse-grained optimization : techniques for rewriting sql statement sequences,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",vldb,2003
374,integrating contents and structure in text retrieval,"gonzalo navarro , ricardo a. baeza-yates",sigmod record,1996
1770,the database group at national technical university of athens ( ntua ),"timos k. sellis , yannis vassiliou",sigmod record,1995
173,"in reply to domains , relations and religious wars",hugh darwen,sigmod record,1996
2026,a new passenger support system for public transport using mobile database access,"koichi goto , yahiko kambayashi",vldb,2002
1514,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",sigmod conference,1997
63,multi-dimensional substring selectivity estimation,"divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish",vldb,1999
386,book review column,karl aberer,sigmod record,2002
2293,query previews for networked information systems : a case study with nasa environmental data,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",sigmod record,1997
1154,efficient and extensible algorithms for multi query optimization,"s. sudarshan , siddhesh bhobe , s. seshadri , prasan roy",sigmod conference,2000
2302,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",acm trans . database syst .,2002
1511,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi , chin-wan chung",sigmod conference,2002
1878,a flexible and recoverable client/server database event notification system,"chun xu , eric n. hanson , roxana dastur , i.-cheng chen , vijay ramaswamy , wendy tan , kurt engel",vldb j.,1998
612,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm trans . database syst .,1998
2152,the impact of technology on commercial transaction processing,edward e. cobb,vldb j.,1997
198,effective timestamping in databases,"christian s. jensen , kristian torp , richard t. snodgrass",vldb j.,2000
58,the multidimensional database system rasdaman,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",sigmod conference,1998
1304,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",vldb,1995
1496,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",sigmod conference,1997
1899,book review column,karl aberer,sigmod record,2002
1034,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000
1023,about quark digital media system,kamar aulakh,sigmod conference,1998
746,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996
2232,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,1998
1559,multi-step processing of spatial joins,"ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel",sigmod conference,1994
838,parallel database systems 101,jim gray,sigmod conference,1995
1079,complex queries over web repositories,"hector garcia-molina , sriram raghavan",vldb,2003
999,ontology-based support for digital government,"ahmed k. elmagarmid , athman bouguettaya , mourad ouzzani , brahim medjahed",vldb,2001
2261,efficient maintenance of materialized mediated views,"james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian",sigmod conference,1995
1857,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002
797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
1943,interaction of query evaluation and buffer management for information retrieval,"björn þór jónsson , divesh srivastava , michael j. franklin",sigmod conference,1998
797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
2017,domino : databases for moving objects tracking,"jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu",sigmod conference,1999
1536,"toto , we 're not in kansas anymore : on transitioning from research to the real ( invited industrial talk )",michael j. carey,vldb,2000
2144,database principles column - introduction,leonid libkin,sigmod record,1999
1114,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","dennis shasha , philippe bonnet",sigmod conference,2002
2364,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001
1511,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi , chin-wan chung",sigmod conference,2002
1041,size separation spatial join,"kenneth c. sevcik , nick koudas",sigmod conference,1997
2232,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,1998
648,homer : a model-based case tool for data-intensive web sites,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",sigmod conference,2000
1685,implementing lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,1994
2217,object-oriented features of db2 client/server,hamid pirahesh,sigmod conference,1994
2386,data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995
2503,parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",sigmod conference,1998
276,too much middleware,michael stonebraker,sigmod record,2002
527,walrus : a similarity retrieval algorithm for image databases,"rajeev rastogi , kyuseok shim , apostol natsev",sigmod conference,1999
1870,using the calanda time series management system,"werner dreyer , angelika kotz dittrich , duri schmidt",sigmod conference,1995
2497,unisql/x unified relational and object-oriented database system,won kim,sigmod conference,1994
121,performance evaluation of a new distributed deadlock detection algorithm,"chim-fu yeung , kam-yiu lam , sheung-lun hung",sigmod record,1994
366,optimization of dynamic query evaluation plans,"goetz graefe , richard l. cole",sigmod conference,1994
2140,active storage for large-scale data mining and multimedia,"garth a. gibson , erik riedel , christos faloutsos",vldb,1998
229,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994
1879,locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani",sigmod conference,2001
1048,type classification of semi-structured documents,"allen luniewski , markus tresch , neal palmer",vldb,1995
1968,unql : a query language and algebra for semistructured data based on structural recursion,"mary f. fernandez , peter buneman , dan suciu",vldb j.,2000
1310,describing semistructured data,luca cardelli,sigmod record,2001
1400,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",sigmod conference,2003
1595,temporal slicing in the evaluation of xml queries,"richard t. snodgrass , dengfeng gao",vldb,2003
1513,incremental data structures and algorithms for dynamic query interfaces,"ben shneiderman , richard beigel , egemen tanin",sigmod record,1996
1181,answering queries with aggregation using views,"h. v. jagadish , shaul dar , divesh srivastava , alon y. levy",vldb,1996
146,scalable parallel data mining for association rules,"eui-hong han , vipin kumar , george karypis",sigmod conference,1997
70,expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1998
1717,distance browsing in spatial databases,"hanan samet , gísli r. hjaltason",acm trans . database syst .,1999
781,transactional information systems - book review,marc h. scholl,sigmod record,2001
2485,a componentized architecture for dynamic electronic markets,"israel ben-shaul , benny reich",sigmod record,1998
630,fast high-dimensional data search in incomplete databases,"kian-lee tan , cheng hian goh , beng chin ooi",vldb,1998
2144,database principles column - introduction,leonid libkin,sigmod record,1999
1430,a performance evaluation of oid mapping techniques,"andré eickler , carsten andreas gerlhof , donald kossmann",vldb,1995
2132,constructing efficient decision trees by using optimized numeric association rules,"takeshi fukuda , yasuhiko morimoto , takeshi tokuyama , shinichi morishita",vldb,1996
2481,editor 's notes,michael j. franklin,sigmod record,1997
804,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994
467,searching in metric spaces by spatial approximation,gonzalo navarro,vldb j.,2002
1251,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodriguez-martinez , nick roussopoulos",sigmod conference,2000
692,repositories and object oriented databases,philip a. bernstein,sigmod record,1998
1369,call for book reviews,karl aberer,sigmod record,2003
467,searching in metric spaces by spatial approximation,gonzalo navarro,vldb j.,2002
1644,the implementation and performance of compressed databases,"till westmann , sven helmer , guido moerkotte , donald kossmann",sigmod record,2000
279,approximate query translation across heterogeneous information sources,"hector garcia-molina , kevin chen-chuan chang",vldb,2000
1459,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",acm trans . database syst .,1994
1011,quality-driven integration of heterogenous information systems,"johann christoph freytag , felix naumann , ulf leser",vldb,1999
2402,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003
1985,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996
1836,automation in information extraction and data integration,sunita sarawagi,vldb,2002
1988,tutorial : ldap directory services - just another database application ?,"anand deshpande , shridhar shukla",sigmod conference,2000
1732,editor 's notes,jennifer widom,sigmod record,1996
734,report on the 4th international conference on mobile data management,"panos k. chrysanthis , arkady b. zaslavsky , morris sloman",sigmod record,2003
1498,mariposa : a wide-area distributed database system,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer",vldb j.,1996
1346,data management for earth system science,"james frew , jeff dozier",sigmod record,1997
987,open object database management systems,josé a. blakeley,sigmod conference,1994
865,the sift information dissemination system,"tak w. yan , hector garcia-molina",acm trans . database syst .,1999
259,composing web services on the semantic web,"athman bouguettaya , brahim medjahed , ahmed k. elmagarmid",vldb j.,2003
616,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"dimitris papadias , yufei tao",vldb,2001
2146,extracting large data sets using db2 parallel edition,sriram padmanabhan,vldb,1996
2296,the mariposa distributed database management system,jeff sidell,sigmod record,1996
890,a case-based approach to information integration,"maurizio panti , alberto giretti , luca spalazzi",vldb,2000
1807,querying shapes of histories,"mohamed zaït , giuseppe psaila , edward l. wimmers , rakesh agrawal",vldb,1995
2521,towards a cooperative transaction model - the cooperative activity model,"thomas tesch , peter muth , wolfgang klas , marek rusinkiewicz , jürgen wäsch",vldb,1995
223,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"michael gertz , can türker",vldb j.,2001
1753,an introduction to spatial database systems,ralf hartmut güting,vldb j.,1994
992,optimizing queries on files,"tova milo , mariano p. consens",sigmod conference,1994
698,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997
472,reminiscences on influential papers,"hector garcia-molina , patricia g. selinger , tomasz imielinski , david maier , jeffrey d. ullman , richard t. snodgrass",sigmod record,1998
1074,database technologies for electronic commerce,"yirong xu , ramakrishnan srikant , rakesh agrawal",vldb,2002
783,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994
440,"world wide database - integrating the web , corba , and databases","kevin smith , athman bouguettaya , mourad ouzzani , james beard , lily hendra , boualem benatallah",sigmod conference,1999
2242,distributed top-n query processing with possibly uncooperative local systems,"clement t. yu , weiyi meng , george philip",vldb,2003
1365,report on first international workshop on real-time database systems,"sang hyuk son , kwei-jay lin , azer bestavros",sigmod record,1996
1849,timber : a native system for querying xml,"laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa",sigmod conference,2003
854,query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997
2293,query previews for networked information systems : a case study with nasa environmental data,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",sigmod record,1997
1562,computing complete answers to queries in the presence of limited access patterns,chen li,vldb j.,2003
289,constructing the next 100 database management systems,"andreas geppert , klaus r. dittrich",sigmod record,1994
2517,genesys : a system for efficient spatial query processing,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",sigmod conference,1994
644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
287,converting relational to object-oriented databases,joseph fong,sigmod record,1997
644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
1400,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",sigmod conference,2003
1901,geominer : a system prototype for spatial data mining,"jiawei han , nebojsa stefanovic , krzysztof koperski",sigmod conference,1997
1901,geominer : a system prototype for spatial data mining,"jiawei han , nebojsa stefanovic , krzysztof koperski",sigmod conference,1997
734,report on the 4th international conference on mobile data management,"panos k. chrysanthis , arkady b. zaslavsky , morris sloman",sigmod record,2003
1384,enterprise transaction processing on windows nt,greg hope,sigmod conference,1995
1645,reminiscences on influential papers,"christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross",sigmod record,2000
1662,schema and database evolution in the o2 object database system,"fabrizio ferrandina , guy ferran , thorsten meyer , roberto zicari , joëlle madec",vldb,1995
276,too much middleware,michael stonebraker,sigmod record,2002
1006,the sdss skyserver : public access to the sloan digital sky server data,"tanu malik , jordan raddick , alexander s. szalay , peter z. kunszt , jim gray , christopher stoughton , ani thakar , jan vandenberg",sigmod conference,2002
1082,the naos system,"christine collet , thierry coupaye",sigmod conference,1995
